outer_wall_thickness,inside_wall_side_thickness,inside_wall_middle_thickness,height,width,sigma0,youngs,predicted_mean_force
2.57,1.76,1.62,75.67,127.64,247.65,72343.9,25.299091020312627
2.62,1.7,1.41,75.67,128.43,293.54,71990.0,28.548662204167154
2.68,1.79,1.27,76.5,127.72,255.27,74107.0,26.505241231613123
2.65,1.87,1.54,75.79,128.5,244.24,76817.3,26.403331308550715
2.55,2.14,1.47,76.0,128.08,281.15,76585.9,28.36276235350965
2.86,2.19,1.2,75.75,127.24,285.43,69366.7,31.881995307980443
2.58,1.88,1.79,76.11,127.55,290.17,64980.8,29.38170607416384
2.59,1.82,1.39,75.5,128.15,285.87,66267.8,27.4106511610031
2.55,1.97,1.69,75.64,128.36,293.35,73461.9,29.460634563521577
2.83,1.75,1.75,76.29,127.62,281.33,67416.0,32.02860604614784
2.64,1.92,1.23,75.59,128.37,278.3,75438.1,27.87845051133092
2.65,1.99,1.39,75.51,127.93,266.47,72133.5,27.62649367661845
2.81,2.28,1.39,75.86,128.44,283.26,70025.5,32.06826873782745
2.67,2.07,1.45,75.82,127.97,282.61,69711.5,29.52573657563323
2.72,1.93,1.49,76.28,128.41,286.94,63729.2,30.08185244847743
2.7,2.07,1.75,75.53,127.82,246.0,71899.5,28.17821883484498
2.74,1.82,1.78,76.06,128.4,265.99,67112.7,29.67150752780196
2.62,2.03,1.28,75.37,127.98,266.41,67875.7,26.682003955293336
2.72,1.99,1.7,76.59,127.5,247.76,71015.9,28.28256651904746
2.87,1.97,1.63,76.27,127.49,282.79,71881.2,33.07032871532124
2.54,2.29,1.48,76.42,127.56,248.47,72669.6,25.90593366365965
2.56,2.03,1.26,75.98,127.77,250.06,66731.8,24.571343741947086
2.59,2.19,1.32,76.37,128.04,271.02,75445.1,27.68462545280215
2.54,2.26,1.53,76.52,127.68,255.16,75670.9,26.68426663813261
2.74,2.28,1.52,76.52,127.66,266.79,67386.7,30.01342766146433
2.67,2.22,1.36,76.04,127.66,283.43,74478.0,29.95984426042389
2.68,1.83,1.67,75.95,127.44,256.04,65316.2,27.465150142510762
2.52,1.87,1.64,75.79,127.36,241.14,72251.6,24.511003104977245
2.53,2.17,1.62,75.51,128.5,274.41,72901.8,27.97774831210415
2.73,2.14,1.48,75.48,128.49,280.31,67508.5,30.359954735281118
2.88,1.96,1.54,76.12,128.49,242.72,63154.1,28.969962015215625
2.54,2.12,1.65,76.57,128.12,253.57,71668.4,26.430818185970335
2.62,1.72,1.38,75.74,128.08,252.5,63567.9,24.935235232195506
2.57,2.18,1.48,75.29,127.36,268.29,75257.9,27.654570820919044
2.52,1.93,1.44,76.27,128.42,256.68,64038.8,24.690836786777705
2.65,1.77,1.33,75.31,128.33,267.93,63007.1,26.3323975784549
2.82,1.81,1.46,76.59,127.67,287.9,66877.0,31.46243798651062
2.55,1.87,1.64,76.56,127.35,271.31,74326.9,27.42759879152788
2.58,2.05,1.6,76.57,128.58,285.38,74683.9,29.28613441338734
2.53,1.91,1.62,75.72,127.21,251.63,75334.7,25.631688689220592
2.57,1.7,1.54,75.91,127.79,261.78,74435.9,26.10348802919236
2.82,2.08,1.38,75.29,127.48,242.57,65377.9,27.813932496977255
2.69,1.91,1.75,76.32,127.69,253.32,73860.5,28.447367953128374
2.74,2.13,1.62,76.12,127.78,245.01,73932.0,28.51027331861189
2.84,2.15,1.69,76.56,128.55,274.61,72664.6,32.78493461353719
2.83,1.89,1.34,75.89,127.96,274.98,76744.0,30.733555005977447
2.75,1.81,1.66,75.37,128.48,272.55,71111.7,29.90271583963135
2.67,1.92,1.38,75.45,128.43,267.7,74637.5,27.921108889505373
2.77,2.21,1.25,75.66,127.8,263.88,73875.0,29.37208435898776
2.53,1.91,1.56,76.43,128.43,264.08,76011.2,26.470394795007902
2.76,2.11,1.75,75.76,127.7,271.13,74753.5,31.432458634701444
2.75,2.19,1.78,76.52,127.61,285.64,68340.1,32.608486956587626
2.69,2.29,1.6,76.39,128.25,291.85,70824.3,31.90179182824033
2.8,1.73,1.49,76.25,127.46,288.19,70822.0,31.228206840788967
2.61,1.97,1.6,75.6,128.59,271.49,65696.2,27.775516505141805
2.86,2.06,1.37,75.55,128.47,247.11,68373.3,28.940634517118607
2.55,1.94,1.66,75.64,128.54,289.95,75457.5,29.10425603691851
2.75,2.11,1.71,75.52,128.32,270.08,76087.2,31.10240851396429
2.63,2.05,1.4,76.46,127.36,286.04,67395.6,28.868667938417612
2.73,1.9,1.51,75.57,127.35,279.4,66261.4,29.591952231482647
2.9,1.89,1.35,76.59,128.05,271.39,64236.7,30.96500343044374
2.51,1.86,1.38,76.48,127.95,258.35,63787.2,24.315565360779598
2.77,2.27,1.46,76.22,128.54,245.06,71237.6,28.63814293038865
2.65,1.78,1.61,75.28,127.6,285.38,68798.5,29.030188815011112
2.78,2.25,1.79,75.46,128.6,287.64,65129.1,33.11165581713885
2.77,1.9,1.64,76.38,128.3,276.0,72901.2,30.988244844839866
2.57,2.09,1.71,76.22,127.7,244.06,66237.3,25.924339331894767
2.85,2.02,1.26,76.28,127.8,254.03,65967.8,28.86862023155265
2.56,2.09,1.42,76.36,128.18,264.95,63560.7,26.195343250785523
2.51,1.86,1.43,76.12,128.24,247.58,76290.3,24.386439038464683
2.67,1.87,1.56,75.5,128.09,260.63,76011.2,27.930688136292925
2.84,2.21,1.73,76.46,128.51,283.72,67957.7,33.63799747191251
2.66,1.72,1.51,75.35,128.01,285.61,76341.1,29.12144390307935
2.52,2.12,1.77,76.32,128.52,269.54,66717.1,27.574598342576106
2.83,1.98,1.69,76.56,128.21,284.19,63730.3,32.49409388663378
2.86,2.23,1.7,75.32,127.23,255.41,72521.4,31.36270572142882
2.71,1.81,1.43,75.67,127.87,256.25,73602.7,27.413997452900045
2.75,1.84,1.73,75.47,127.47,273.36,76795.2,30.640878726361162
2.58,2.0,1.65,75.83,127.65,268.53,68491.7,27.605000719982055
2.57,2.21,1.69,76.29,128.33,241.5,65738.4,25.941086878300208
2.83,2.28,1.42,76.53,127.76,260.51,74970.9,30.81002942656289
2.75,1.77,1.68,75.87,127.43,280.77,72968.3,30.76100112263043
2.78,1.87,1.53,75.24,127.38,251.16,75728.9,28.43684811508194
2.6,2.2,1.69,76.54,127.93,264.1,76326.3,28.73029930476559
2.88,2.06,1.59,75.41,128.39,277.29,65453.5,32.32092644633042
2.63,1.92,1.67,76.15,127.97,273.72,67873.1,28.604920382556198
2.72,1.74,1.32,76.33,128.49,250.47,75370.4,26.80123840093813
2.8,2.3,1.32,76.52,127.3,274.95,68109.8,30.880440422479065
2.54,1.75,1.52,75.37,128.08,258.64,70729.7,25.191284907163205
2.53,1.85,1.68,76.02,128.02,253.86,76239.7,25.967922641798847
2.78,1.81,1.29,75.31,127.86,242.16,67579.5,26.39551063332919
2.89,1.8,1.38,75.68,128.07,261.12,63051.0,29.547209806964243
2.54,1.86,1.34,76.51,127.63,291.1,76155.6,27.71717128703528
2.53,1.88,1.23,75.93,127.91,252.38,76473.8,24.42550922397538
2.83,1.85,1.51,76.51,127.21,242.86,71136.8,28.345100297424207
2.83,1.84,1.22,76.35,128.39,292.89,71261.6,31.431718866432217
2.78,2.02,1.43,75.25,127.73,275.03,71625.8,30.26959923661661
2.61,1.84,1.74,75.71,128.32,276.35,67445.0,28.468215705074154
2.8,2.18,1.41,75.56,127.24,259.05,64892.4,29.277504031234454
2.79,2.1,1.23,75.7,127.46,255.32,65463.8,28.10639735360871
2.6,1.81,1.5,75.72,127.68,253.5,76833.2,26.12270927092754
2.63,2.17,1.46,76.27,127.82,251.67,64297.0,26.54460963203587
2.83,1.81,1.42,75.91,127.38,271.04,71047.8,30.14093175494315
2.51,2.01,1.5,75.62,127.65,248.44,76563.0,25.044542653344134
2.63,1.82,1.38,76.03,128.4,274.37,74467.2,27.67417749373453
2.88,1.77,1.5,76.59,128.45,244.93,72943.6,29.165679753610444
2.69,1.79,1.79,75.21,128.58,289.16,69307.0,30.670560151262404
2.51,1.99,1.77,76.47,127.93,289.14,71867.2,28.939704367610144
2.65,1.9,1.65,76.42,128.26,288.81,73289.4,30.318437652062467
2.64,2.24,1.62,76.26,128.04,278.42,69698.3,29.932810380865245
2.73,1.76,1.4,75.46,128.56,287.48,74966.8,29.95183121924526
2.77,2.1,1.27,76.06,127.7,247.81,65816.9,27.440781244183082
2.9,2.22,1.37,75.75,128.54,256.81,75554.4,31.189833768882405
2.83,1.72,1.64,75.26,127.3,247.7,65495.7,28.23014941205758
2.71,2.0,1.31,76.59,127.48,287.63,64242.6,29.553612020085094
2.89,2.29,1.6,76.42,128.1,274.7,74751.3,33.62847965332378
2.66,1.73,1.66,76.24,128.16,288.82,70052.5,29.841229741438948
2.86,2.21,1.26,75.34,128.48,261.19,66818.2,30.052529070872648
2.74,2.12,1.22,75.26,128.13,286.14,68628.7,30.004832917368613
2.53,1.73,1.42,75.62,127.33,291.59,70316.9,27.10126385241858
2.66,2.26,1.5,75.82,128.58,278.73,76016.0,30.195104943077464
2.79,1.72,1.64,75.44,128.32,286.04,63573.8,30.7981787121364
2.61,1.83,1.25,75.68,128.01,259.41,70477.0,25.58285315138914
2.71,1.82,1.23,75.67,128.58,253.01,67196.4,26.215839621604342
2.8,2.07,1.33,75.35,128.39,274.42,69159.1,30.225380322255543
2.59,1.74,1.51,75.81,128.05,242.9,64421.2,24.347414622025095
2.57,2.01,1.72,76.01,127.32,284.03,69884.0,29.092462468728737
2.58,2.11,1.4,75.25,128.15,262.3,65031.9,26.253325936341977
2.74,1.96,1.74,75.68,128.23,283.0,70938.5,31.45242920552914
2.59,1.84,1.6,75.97,127.64,280.25,74902.2,28.425459876411193
2.73,2.27,1.26,76.24,127.8,242.71,74539.8,27.375795041292346
2.81,1.88,1.26,75.82,127.48,245.42,76334.1,27.705902935625428
2.73,1.97,1.43,75.23,127.29,251.48,69444.4,27.375337723249682
2.52,2.2,1.52,76.44,128.37,260.25,67741.9,26.167691046805313
2.78,1.73,1.39,76.17,128.27,251.59,69916.9,27.600533111982596
2.63,1.98,1.69,75.41,127.67,266.86,70819.8,28.335356564093896
2.63,2.07,1.74,76.03,127.94,261.13,63239.1,27.983521204920972
2.87,2.21,1.47,75.22,127.44,246.24,73463.2,29.87859797569342
2.7,2.26,1.47,75.36,127.47,247.67,70289.5,27.71887946998049
2.82,1.95,1.32,75.49,127.98,272.89,72898.3,30.22911272683552
2.56,1.82,1.56,75.91,128.0,270.92,71738.4,26.883947996865682
2.53,2.08,1.72,75.56,128.13,254.48,75136.4,26.682158509079837
2.8,2.08,1.41,76.27,127.66,255.73,71566.2,29.23851872796069
2.77,1.87,1.38,76.18,127.33,287.02,66524.8,30.3796876816898
2.7,1.92,1.74,76.57,127.64,253.96,75800.0,28.753021637683783
2.61,2.05,1.72,75.7,127.43,249.49,64772.6,26.6742813447056
2.78,2.06,1.42,75.36,127.33,245.98,76941.7,28.26076743608905
2.87,1.88,1.4,76.43,127.24,285.29,67947.1,31.942201288088196
2.69,2.08,1.54,76.27,127.74,289.4,68145.1,30.69280263675557
2.55,1.95,1.21,76.0,127.84,272.28,72728.3,26.04640858737491
2.55,2.03,1.58,75.79,128.07,264.19,75523.1,27.082975947352107
2.79,2.11,1.33,75.83,127.41,252.2,70340.3,28.4819501131476
2.77,1.8,1.42,76.33,128.56,292.01,66038.5,30.771626829110115
2.6,1.93,1.72,75.71,128.55,259.31,71706.4,27.410702680296023
2.71,2.16,1.2,75.96,127.82,244.01,68407.5,26.407524287354587
2.64,2.28,1.21,75.34,127.64,252.08,65560.8,26.22975872440588
2.66,2.3,1.31,75.38,128.45,278.56,73968.8,29.470416959549308
2.88,2.15,1.43,76.16,127.31,252.56,69851.4,30.210811373737894
2.69,2.27,1.32,75.22,127.31,288.14,64870.9,29.946662931349916
2.65,1.8,1.68,75.98,127.67,276.58,72811.4,29.090114999314093
2.89,2.0,1.56,76.24,127.8,289.43,75146.3,33.92073200398818
2.62,1.97,1.31,75.82,128.45,264.39,68050.2,26.5376065740744
2.88,1.87,1.79,76.21,127.73,290.69,65485.4,33.93685913390368
2.6,1.76,1.21,75.59,127.65,251.77,74671.2,24.811127364036334
2.85,1.91,1.59,75.99,128.56,251.05,73702.1,29.85611398477874
2.7,1.78,1.74,75.24,127.35,290.36,75252.4,31.01678283888543
2.7,2.27,1.24,75.5,127.79,291.25,72629.5,30.597226029821396
2.51,1.83,1.8,75.63,128.11,273.53,64949.8,26.866498873818497
2.78,2.07,1.59,76.08,128.46,269.3,72734.5,30.794519659826957
2.75,1.84,1.69,76.16,128.5,269.69,72652.7,30.158792725563895
2.74,2.29,1.52,75.97,128.25,258.42,68574.7,29.421381172719176
2.51,1.73,1.63,76.55,128.53,277.17,76754.9,27.044411411403072
2.54,1.87,1.63,75.8,128.22,272.79,74044.9,27.264794248276186
2.78,2.1,1.36,76.08,127.79,256.48,68601.1,28.730651200271833
2.84,2.0,1.73,75.74,127.85,258.2,65498.1,30.55196603729632
2.65,1.87,1.48,75.86,127.49,248.88,73811.2,26.372422549534573
2.52,1.79,1.72,76.4,128.29,251.63,75427.5,25.655798283586474
2.76,2.17,1.63,76.45,128.54,255.68,68041.0,29.562087414219942
2.51,2.23,1.63,76.14,127.8,256.96,63111.7,25.993436853722752
2.7,2.01,1.36,76.29,127.86,276.15,68243.6,28.92634854317384
2.9,1.92,1.39,75.44,127.27,250.69,69453.7,29.400521937842992
2.57,1.93,1.51,76.0,127.56,273.65,74926.7,27.532195079139793
2.63,2.06,1.35,75.87,127.44,252.57,74438.5,26.483557989220454
2.56,1.71,1.35,76.6,128.5,259.22,74478.4,25.240769293377635
2.64,1.83,1.44,76.5,128.15,265.91,64435.3,26.890740523123892
2.79,1.83,1.4,75.58,128.53,290.69,72094.2,31.15681645079132
2.85,2.14,1.41,76.36,128.54,290.46,73934.7,33.19597852745562
2.58,2.04,1.65,75.43,127.5,268.57,71929.1,27.860856304266232
2.71,1.88,1.62,75.81,127.66,268.9,73166.2,29.29367134739027
2.66,2.09,1.41,75.47,128.17,262.54,64189.9,27.338195259355185
2.68,2.12,1.33,76.31,127.55,247.51,69719.5,26.6385358926841
2.65,2.1,1.4,76.2,127.28,280.93,70378.0,29.043135818462016
2.79,2.19,1.72,76.59,127.42,258.21,75440.1,30.945544364658982
2.76,2.11,1.58,76.57,127.73,269.46,63558.9,30.098661027815066
2.89,1.84,1.55,76.37,127.83,276.34,63729.2,31.75488709026308
2.63,1.85,1.78,75.47,127.69,273.36,68966.7,28.739472997583672
2.89,2.07,1.52,76.03,127.68,282.83,70633.4,33.11525413725508
2.8,2.12,1.79,76.52,127.95,260.44,72081.5,31.250321106076623
2.7,2.05,1.75,75.68,128.1,273.21,73113.2,30.489414313061726
2.65,1.94,1.33,76.06,128.48,243.11,67714.2,25.333484249743602
2.63,1.96,1.26,76.48,127.69,252.77,70537.2,25.795656137650322
2.77,1.76,1.31,75.99,128.57,247.9,71018.0,27.020651632423093
2.54,2.12,1.74,76.25,128.22,276.49,67699.6,28.35094558737762
2.75,1.77,1.77,75.21,127.65,250.06,70850.3,28.26649008997401
2.55,2.04,1.64,75.32,127.69,289.48,76177.1,29.272551742459083
2.78,2.27,1.44,75.23,128.0,243.4,76247.9,28.727836477988486
2.73,1.9,1.28,76.21,128.04,279.71,71828.7,29.27279252882283
2.81,1.71,1.4,75.66,127.72,267.86,73931.7,29.37544147170217
2.61,2.12,1.22,76.22,128.44,274.42,71688.7,27.506199333109404
2.62,2.25,1.48,76.33,127.42,262.62,63650.7,27.501529082764133
2.7,2.28,1.63,75.26,127.75,264.47,76476.8,30.083974135333843
2.76,1.9,1.43,76.42,128.08,257.95,75251.0,28.698309243216723
2.59,1.78,1.78,75.42,128.33,261.13,69586.8,27.038964672638027
2.51,1.98,1.27,76.49,127.59,247.24,64912.7,23.519775353860833
2.85,1.97,1.43,76.21,127.8,270.83,65341.5,30.655686827701512
2.85,2.17,1.53,75.57,128.03,245.27,76382.7,29.89849477801624
2.72,2.04,1.3,75.6,127.68,285.88,73734.8,30.063737679479
2.6,1.84,1.54,75.26,127.84,288.25,67717.8,28.372619435781754
2.52,1.81,1.77,76.39,127.36,289.46,63295.9,28.120052408084003
2.76,1.91,1.57,75.36,127.27,254.99,65335.1,28.170343202999558
2.54,1.77,1.42,75.87,128.07,282.69,72985.6,26.90705730582624
2.79,1.75,1.41,76.17,127.94,254.66,65243.1,27.8345914146073
2.82,1.78,1.46,76.18,127.77,261.82,66741.7,29.165777811428935
2.76,2.17,1.66,75.85,127.42,247.2,74507.9,29.196368743454624
2.89,2.09,1.7,75.69,128.16,273.92,75563.1,33.335861273076034
2.79,2.08,1.63,76.38,127.45,293.7,65856.1,32.778873412008124
2.71,1.83,1.37,75.3,128.49,281.84,70059.5,28.985821839853767
2.78,1.78,1.71,76.4,128.06,283.51,67835.3,31.445750461418807
2.78,2.15,1.69,76.33,127.53,269.48,69230.1,31.2178307623933
2.87,1.83,1.32,75.61,128.07,289.95,76803.5,32.235834529350086
2.77,1.89,1.71,76.15,127.63,243.06,74903.1,28.514865228537584
2.7,2.21,1.75,75.66,128.25,292.29,70702.4,32.410885582356286
2.71,1.93,1.58,76.03,128.0,271.02,74037.5,29.55317422181383
2.61,1.96,1.45,76.44,127.78,273.06,66269.9,27.46837307055409
2.72,2.23,1.29,76.43,128.54,256.57,73152.3,28.299416473468565
2.59,1.91,1.47,76.05,127.82,266.6,74112.9,27.039036586774724
2.86,2.12,1.23,76.3,128.36,282.11,73769.2,31.923537379268733
2.57,2.03,1.45,75.68,127.99,284.65,72093.3,28.240502832020066
2.52,1.77,1.34,76.33,128.12,253.78,65086.4,23.840678158538363
2.62,1.93,1.52,76.23,127.2,263.55,67723.7,27.100673962321476
2.66,1.78,1.27,75.54,127.65,286.26,76247.6,28.515862115554224
2.54,1.74,1.22,75.69,127.45,266.44,76473.4,25.154360331662016
2.7,1.76,1.59,76.34,128.54,263.9,75059.8,28.539033842723253
2.71,2.1,1.4,76.26,128.15,260.89,72299.9,28.468521416255836
2.65,2.23,1.72,75.36,127.88,246.6,65002.0,27.47147178052739
2.71,1.8,1.32,75.44,128.01,270.67,71799.7,27.99708990244289
2.5,1.98,1.46,75.53,127.84,280.51,63611.5,26.269113109936026
2.75,1.95,1.7,75.51,128.6,261.81,69420.6,29.518307206727965
2.88,1.99,1.4,76.11,127.52,271.44,74510.1,31.532099592485107
2.78,2.18,1.72,75.83,127.95,265.77,75647.0,31.41684282952337
2.76,1.87,1.2,76.21,127.55,265.62,64889.2,27.861241137194266
2.69,2.27,1.6,75.68,128.12,251.13,66217.6,28.18625724741059
2.61,1.92,1.74,75.88,127.26,240.44,75101.9,26.295334062592584
2.81,1.85,1.78,75.44,128.32,245.22,63176.1,28.584133860841344
2.76,2.07,1.43,75.43,127.21,248.38,69068.2,27.82612091936846
2.8,1.87,1.69,75.74,127.52,250.63,73184.0,29.2488302816904
2.67,1.81,1.79,75.86,127.75,281.26,64386.8,29.70327880018692
2.77,2.11,1.63,76.38,128.29,257.41,63351.7,29.41349924639405
2.77,1.95,1.69,75.45,127.8,265.68,73909.5,30.30349226496423
2.61,2.01,1.44,75.25,127.45,253.07,71120.1,26.148598247640958
2.71,2.08,1.55,75.34,127.58,266.12,76597.8,29.462763210785166
2.61,2.18,1.58,75.64,127.84,242.43,66712.5,26.08657198617345
2.83,1.83,1.71,75.26,127.23,243.29,66935.0,28.48735177111268
2.58,1.98,1.5,75.88,128.47,257.3,76674.9,26.619617537033374
2.78,2.11,1.35,76.14,128.07,280.65,65809.2,30.550108876030205
2.72,2.25,1.24,75.72,127.51,265.97,76395.3,29.03281337177395
2.65,1.78,1.25,76.28,127.45,251.31,75900.6,25.768084852019566
2.81,1.95,1.61,76.24,127.69,254.55,69917.6,29.57605749677634
2.53,1.79,1.44,76.47,127.33,289.01,67838.2,27.137870994895703
2.72,2.07,1.36,75.78,127.88,260.74,67029.0,28.023493691777386
2.8,1.9,1.27,76.56,127.59,262.96,76207.8,29.158099482648364
2.74,1.98,1.23,75.37,127.96,284.73,75203.5,29.905740779748836
2.7,2.29,1.39,75.8,127.99,259.07,75128.8,28.796330673840654
2.85,2.3,1.38,76.14,128.12,253.91,69499.6,30.18968939822707
2.67,2.19,1.34,75.49,128.1,247.5,72491.9,26.85675742701073
2.62,1.75,1.64,75.7,128.52,247.84,65756.0,25.64692822279073
2.67,1.98,1.71,75.96,128.6,255.91,65250.8,27.87061371387085
2.69,2.07,1.43,76.18,127.66,265.5,74702.6,28.680445711996295
2.87,2.27,1.51,76.25,127.7,287.19,65609.0,33.465271444139944
2.69,1.94,1.8,76.12,127.41,256.27,75461.0,29.009134258592777
2.6,1.93,1.55,75.35,127.23,247.2,63342.6,25.266141025260477
2.58,2.01,1.27,76.31,127.44,264.58,63384.0,25.72457978631746
2.69,2.0,1.59,76.34,128.56,248.53,76747.2,27.85793427108535
2.82,2.01,1.61,75.45,128.14,252.07,72169.7,29.651235018731537
2.54,1.73,1.68,75.34,127.98,291.58,73651.7,28.380965060077298
2.68,1.79,1.79,76.57,127.26,253.2,74035.1,28.19272011085945
2.73,1.87,1.24,75.35,128.07,271.64,64081.9,27.810563278815263
2.63,2.12,1.22,75.28,127.46,241.59,71502.3,25.207882558739694
2.76,1.99,1.79,75.4,128.05,261.14,65462.2,29.789956550638063
2.71,1.9,1.43,75.24,128.03,283.33,71640.9,29.589620666158222
2.8,1.83,1.44,75.9,128.2,263.07,70758.0,29.21552098332131
2.83,1.96,1.52,75.79,127.31,270.15,76788.5,31.095280241590327
2.84,2.24,1.26,75.95,127.58,272.75,68580.8,30.92953369877841
2.57,2.1,1.48,76.15,128.07,245.73,69412.8,25.43611032656042
2.77,1.73,1.25,76.04,128.55,247.33,68262.3,26.581130564918563
2.52,2.0,1.38,75.79,128.5,263.21,73588.2,25.69528560237438
2.82,2.14,1.49,75.42,128.36,250.53,67502.1,29.213467573753515
2.59,1.92,1.21,76.14,127.28,292.42,73040.2,28.029804533845432
2.68,2.04,1.62,75.22,127.68,263.24,64014.2,28.191162414534002
2.87,2.2,1.51,76.53,128.52,279.62,73266.5,33.108649689511594
2.73,2.2,1.55,75.94,128.06,288.33,64851.3,31.359838774153555
2.74,2.28,1.4,75.62,128.25,281.58,66774.0,30.71026743054699
2.62,1.94,1.56,76.08,127.61,261.34,76188.4,27.566233956940092
2.63,2.22,1.59,76.53,128.18,244.37,68434.1,26.804219838248624
2.52,1.87,1.3,75.74,128.5,282.22,69427.7,26.201467331598334
2.75,2.08,1.39,76.08,128.11,245.08,73666.5,27.72574112525228
2.72,1.79,1.73,75.97,127.64,255.93,73755.6,28.622507743496268
2.61,2.25,1.29,75.32,128.11,244.59,74054.7,25.93543767499079
2.58,2.23,1.51,75.92,127.22,283.58,76684.3,29.352281508270604
2.59,1.8,1.61,75.32,127.79,273.91,70712.1,27.481336312863046
2.56,1.71,1.64,75.65,127.75,249.65,74023.8,25.357534387268284
2.74,1.77,1.52,75.46,127.61,268.19,73001.4,28.88476355910063
2.75,2.19,1.57,76.27,127.46,276.18,67135.7,30.847624231618166
2.8,1.81,1.72,75.65,128.07,257.02,71975.1,29.677827033281797
2.83,1.89,1.65,76.0,128.47,270.1,73134.8,31.326197650653736
2.63,2.27,1.51,75.51,128.29,292.03,70460.8,30.528331138722134
2.64,1.73,1.45,75.68,127.38,282.37,73152.7,28.27484079231817
2.61,2.03,1.76,75.21,128.22,281.31,70579.0,29.588984161244408
2.83,1.72,1.26,75.56,127.82,263.28,66480.5,28.422359937581856
2.69,1.92,1.78,76.42,128.27,278.23,63713.3,30.0883335136084
2.76,1.95,1.3,75.48,127.86,242.31,73292.6,26.898142434223583
2.54,1.9,1.24,76.43,128.38,283.17,72946.7,26.70430363094817
2.88,1.84,1.4,75.49,127.78,271.67,67812.7,30.64944362886558
2.72,1.91,1.23,75.69,128.33,285.5,70214.8,29.265336783920926
2.65,2.12,1.57,75.56,127.74,283.46,74569.9,30.14418645842056
2.79,1.75,1.26,75.31,128.2,287.06,66290.0,29.714013410663707
2.74,1.95,1.67,76.22,128.0,257.76,72359.6,29.225547829535
2.55,1.71,1.53,75.87,128.58,271.21,67099.1,26.06588821531795
2.64,1.92,1.4,76.21,128.49,291.87,68409.7,29.170678479686213
2.6,1.83,1.79,75.36,127.72,248.31,70927.4,26.40901210532422
2.6,1.79,1.34,75.9,128.35,242.72,65338.1,24.126318736165555
2.81,1.9,1.79,75.57,128.32,278.74,72866.5,32.225882088183425
2.67,1.73,1.23,76.5,128.08,275.84,74141.0,27.66770248972875
2.75,2.29,1.28,75.49,128.33,240.93,63668.7,27.025396340955805
2.6,1.84,1.41,75.47,127.4,248.32,63987.8,24.71745022702566
2.71,1.91,1.8,75.28,128.1,253.53,69624.2,28.48765208001566
2.73,1.93,1.38,76.29,127.24,266.93,74932.0,28.81348417240474
2.86,1.78,1.77,75.99,128.28,279.85,65750.3,32.341184466108416
2.76,2.04,1.67,76.3,128.4,244.21,64308.7,28.181734776515437
2.86,1.84,1.6,75.49,128.24,287.33,72983.7,32.719265107323736
2.7,2.29,1.44,75.39,127.36,250.29,68906.8,27.832026059652545
2.77,2.08,1.21,75.98,127.9,288.08,63684.1,30.261105012093022
2.78,1.99,1.6,75.45,127.48,274.23,67549.0,30.54019346541099
2.81,2.01,1.72,75.4,128.18,283.77,66167.5,32.24096959228234
2.72,2.16,1.27,76.45,127.33,261.94,74081.8,28.45449537178069
2.84,1.77,1.36,76.22,127.21,276.1,70863.6,30.43074350692609
2.54,1.86,1.35,75.98,127.76,270.8,68843.9,25.790455345484357
2.61,2.14,1.4,75.43,128.08,271.74,64457.4,27.466831828774158
2.56,1.99,1.4,76.36,127.34,247.79,70492.7,24.96848366589745
2.88,2.25,1.59,76.24,127.86,246.55,68967.9,30.546142737824194
2.8,2.12,1.4,75.62,127.73,242.9,65628.5,27.847468679303116
2.67,1.96,1.61,76.4,128.41,245.48,69121.4,26.892222548032347
2.72,2.29,1.58,76.21,127.47,269.06,76353.6,30.62778327943465
2.75,1.75,1.52,76.55,127.85,275.7,73816.8,29.883268273754307
2.59,1.91,1.24,76.21,128.55,289.0,71239.6,27.778846813571814
2.6,1.88,1.32,75.69,127.28,283.58,66052.0,27.321266178706875
2.81,2.21,1.52,75.28,127.95,248.53,74806.4,29.574816349225554
2.63,1.92,1.77,76.37,128.18,275.4,76102.6,29.64483564684303
2.71,2.07,1.79,76.31,128.18,282.3,71462.6,31.619046699768543
2.68,2.15,1.78,76.53,128.52,242.66,72416.6,28.11354736733949
2.9,1.89,1.77,75.63,128.01,267.97,68081.5,32.22209565577748
2.72,1.86,1.62,75.6,128.04,272.85,75335.0,29.790243977008
2.54,1.78,1.39,76.25,127.53,270.62,71444.9,25.89591976043118
