outer_wall_thickness,inside_wall_side_thickness,inside_wall_middle_thickness,height,width,sigma0,youngs,predicted_mean_force
2.85,2.21,1.59,75.23,127.9,271.92,69192.6,32.03810259086788
2.52,1.81,1.37,76.32,128.48,273.48,73331.7,25.938512372328997
2.82,2.09,1.79,75.51,127.27,251.72,70072.2,30.356042555126688
2.77,1.83,1.47,76.31,127.68,250.78,67736.9,27.79587658058676
2.84,2.1,1.4,75.84,127.96,240.85,73168.2,28.630209237713867
2.5,1.88,1.57,75.59,127.85,257.7,69315.1,25.05933178740906
2.64,2.12,1.52,75.62,127.72,272.32,67035.4,28.485783326791758
2.71,1.9,1.37,76.43,127.45,249.74,69063.3,26.787949398989777
2.6,2.25,1.33,75.49,128.24,277.01,64418.0,27.825098001676675
2.74,2.1,1.53,75.33,127.68,257.49,63943.3,28.433083928808397
2.68,2.29,1.49,76.56,128.24,250.03,76558.0,28.213147829186365
2.74,1.79,1.79,75.56,127.73,268.69,73784.9,30.090094494465458
2.55,2.27,1.7,75.93,128.17,261.97,76891.2,28.138479566990664
2.66,1.83,1.71,76.49,128.57,286.08,73624.6,30.33042335189111
2.53,2.0,1.51,76.46,128.13,241.49,68034.1,24.355960474177547
2.9,1.99,1.68,75.92,128.31,293.01,66395.0,34.31386790318663
2.55,1.87,1.71,75.86,127.85,258.84,76499.2,26.784820611935967
2.76,1.88,1.78,76.41,127.58,291.65,64901.5,32.202212460068154
2.56,2.1,1.31,75.46,127.29,287.45,76668.1,28.22374224525333
2.54,1.79,1.36,76.55,127.97,265.0,75934.2,25.68194448518238
2.89,1.96,1.66,76.37,127.83,281.34,68716.9,33.21559419444907
2.74,2.01,1.3,75.38,127.22,282.5,73464.2,29.89937874362749
2.78,2.27,1.42,76.08,128.1,261.86,64061.8,29.601556998100246
2.72,1.81,1.72,75.9,127.32,269.7,76019.7,29.85477074116022
2.62,2.29,1.38,76.24,127.93,286.95,74167.8,29.776911182802788
2.67,2.18,1.3,75.69,127.77,277.13,76980.2,29.261713064916645
2.69,1.89,1.2,76.24,127.53,289.26,73691.0,29.202174229069325
2.74,2.21,1.31,75.43,128.44,257.24,70460.7,28.44075339269818
2.82,2.03,1.74,75.55,128.34,284.41,68974.3,32.806279621710814
2.66,1.99,1.56,76.25,127.71,271.5,67264.1,28.595106208788817
2.75,2.05,1.24,75.69,127.76,280.28,66791.7,29.503159492238748
2.72,1.75,1.68,75.84,127.25,265.59,68970.7,28.79875365756538
2.85,2.25,1.79,75.42,127.32,285.01,75284.0,34.410413296551496
2.77,2.28,1.22,75.24,127.82,266.73,63964.1,29.085753365792353
2.79,1.93,1.36,75.31,128.16,274.2,75185.6,30.079039568073423
2.74,1.8,1.44,75.38,127.94,293.15,69781.0,30.464278402348892
2.7,1.8,1.21,75.34,128.48,281.14,74818.7,28.464648918958456
2.84,1.84,1.8,75.48,128.12,288.66,73959.8,33.39347632154568
2.65,2.23,1.23,75.22,127.71,292.26,72319.2,29.736400598211272
2.57,1.79,1.79,75.55,127.5,247.66,68023.4,25.723293377065826
2.69,2.03,1.55,75.58,128.05,274.5,75740.7,29.739480791085494
2.8,2.22,1.62,75.6,128.0,269.11,71199.5,31.43640850504266
2.61,1.98,1.65,75.53,128.14,259.08,63482.8,26.870890466216675
2.87,2.18,1.45,76.46,128.3,292.46,73401.2,33.90397951481873
2.52,2.11,1.45,75.84,127.25,269.97,75712.2,26.84617618782192
2.7,1.77,1.65,76.13,127.58,264.43,64831.3,28.2085332848153
2.7,1.83,1.73,75.91,127.72,255.41,76143.3,28.526260287545593
2.53,1.92,1.63,76.3,128.59,249.49,68265.5,25.1829734952812
2.52,2.09,1.25,75.39,128.41,244.95,71564.6,24.070606033027385
2.63,1.98,1.61,76.07,128.51,278.99,63933.6,28.69094907544706
2.72,1.74,1.53,75.52,127.94,265.7,68704.4,28.141725922728707
2.77,1.71,1.39,76.04,128.34,281.32,72810.0,29.902755429603754
2.71,2.05,1.37,76.47,127.71,281.09,63725.7,29.356621067103443
2.78,2.14,1.79,75.89,128.44,260.79,76861.2,31.248142410501597
2.53,2.08,1.37,75.51,128.22,280.34,75596.4,27.40136538352601
2.79,1.98,1.59,75.41,128.38,289.94,74128.5,32.334049504279506
2.72,1.91,1.78,75.65,128.01,241.88,67052.6,27.530317893726984
2.59,2.07,1.31,76.08,127.56,272.27,66900.5,26.919414335701955
2.89,2.02,1.76,75.25,128.55,246.13,76989.0,30.90114483457489
2.51,2.26,1.21,75.76,127.57,270.27,69235.7,25.976443261939604
2.89,2.25,1.33,76.35,127.87,276.08,74663.9,32.58255735821808
2.53,2.04,1.57,75.61,128.58,258.11,72931.4,26.166527045379777
2.9,2.19,1.61,75.53,127.29,253.75,64068.8,30.90530400175066
2.7,2.13,1.55,75.8,127.4,293.72,65472.3,31.12762844356052
2.83,1.97,1.34,75.23,127.97,263.93,70438.1,29.561178128148068
2.66,1.99,1.69,75.62,128.31,288.22,69253.5,30.47101523316348
2.61,2.16,1.71,75.28,127.65,277.79,67010.6,29.28582225476691
2.66,1.71,1.68,75.72,127.25,273.01,64865.2,28.165454080130186
2.71,2.3,1.75,75.6,127.24,252.96,66672.0,29.231320190895868
2.64,2.29,1.3,75.71,128.22,256.51,75967.9,27.524840351093527
2.53,2.08,1.43,76.11,128.33,253.99,63918.0,24.968532444949457
2.64,2.04,1.61,75.62,128.26,275.58,73567.4,29.25816955065738
2.77,2.27,1.24,75.7,128.31,276.35,67750.5,30.207014043723003
2.64,2.17,1.71,75.29,128.58,290.13,70848.9,30.99955744896067
2.89,1.83,1.21,75.76,127.93,286.07,66925.2,31.33179628720995
2.82,2.14,1.69,75.54,127.59,281.23,71442.8,32.7627043398071
2.58,2.22,1.28,75.7,128.27,274.22,72976.4,27.60765828818671
2.78,2.15,1.37,76.34,128.49,245.68,66228.9,27.940113759944094
2.7,1.77,1.31,76.29,127.94,263.71,71223.2,27.342079498526115
2.56,2.29,1.3,75.42,127.63,244.06,66625.7,24.92910814453671
2.85,1.78,1.4,76.24,127.76,279.1,70893.2,31.04101964764777
2.66,2.24,1.39,75.22,128.23,272.91,74255.3,29.110992256725464
2.57,1.99,1.54,75.49,128.45,292.09,75857.1,29.236691951664735
2.69,2.16,1.76,75.91,127.31,246.59,65061.2,28.025993992940922
2.54,2.13,1.74,76.29,127.35,245.94,67675.1,25.968569545194438
2.83,1.72,1.51,75.77,127.59,257.18,73089.1,29.17156365974324
2.84,1.91,1.72,76.22,127.37,286.11,69898.9,32.989591668819685
2.54,2.17,1.42,75.46,128.38,271.09,65326.0,26.651080014327245
2.51,1.84,1.45,76.43,127.96,280.62,75741.7,26.83444224833863
2.53,2.22,1.34,75.33,128.43,241.03,76197.8,24.830393778671347
2.51,2.16,1.34,76.0,128.38,269.56,72795.1,26.2932518978813
2.9,2.29,1.24,75.84,127.67,281.01,63019.4,32.23246426835203
2.53,1.89,1.61,76.56,128.34,281.72,70760.6,27.664060337320276
2.79,1.76,1.76,75.53,127.53,258.25,68852.8,29.41804511017676
2.63,2.02,1.42,75.78,127.25,277.53,67112.3,28.107127996551863
2.9,1.79,1.36,75.58,127.23,283.61,64241.2,31.41146746984634
2.83,1.72,1.68,76.55,127.51,280.13,71943.5,31.864174659213855
2.67,1.72,1.45,76.32,128.58,276.66,75961.3,28.54302030122835
2.8,2.18,1.29,75.51,128.41,290.6,66105.8,31.566794953581958
2.58,1.83,1.51,75.43,127.28,289.53,75288.9,28.526646453397003
2.63,1.72,1.42,75.6,127.51,290.6,69959.5,28.41860697774234
2.68,2.02,1.22,75.62,128.34,263.95,65898.5,27.047117302753573
2.65,1.97,1.31,75.92,128.2,255.18,64365.5,26.050998643616136
2.89,2.13,1.79,75.76,127.45,262.9,63237.7,32.115063539791095
2.65,2.05,1.32,75.79,127.6,264.42,75201.0,27.5923095961607
2.68,1.72,1.36,75.42,127.33,274.49,72967.5,27.814254968489077
2.81,1.88,1.51,76.1,127.54,271.14,67190.9,30.220206266929832
2.69,2.13,1.36,76.57,128.58,286.77,72543.0,30.204523948518382
2.7,1.94,1.69,76.14,128.32,250.54,73342.0,28.167063019304234
2.73,1.79,1.35,76.43,127.22,274.35,63542.8,28.358409755620183
2.7,2.09,1.34,75.52,127.37,244.67,63626.3,26.212905504870374
2.54,2.2,1.53,76.12,127.59,248.92,65386.8,25.4728701785159
2.81,1.82,1.45,75.46,128.26,282.53,63733.5,30.404187471133692
2.89,2.04,1.58,76.21,128.32,247.62,75042.6,30.525274230372812
2.82,2.22,1.3,75.23,127.71,271.95,68348.4,30.539881164330605
2.71,1.77,1.67,75.5,127.85,255.71,71658.1,27.956740961794022
2.72,1.81,1.45,76.01,128.32,285.05,73834.3,29.999749991259247
2.67,2.23,1.4,75.59,128.49,260.86,73562.1,28.30817982792598
2.52,1.93,1.27,76.04,127.72,279.15,70984.8,26.16521247366313
2.52,1.92,1.77,75.29,128.25,253.32,72357.9,25.98400931651997
2.61,2.03,1.25,76.29,128.05,276.96,66818.7,27.270703872540363
2.61,1.98,1.49,76.6,128.09,272.03,69407.2,27.779647006063325
2.69,1.72,1.65,75.44,128.56,285.43,75248.3,30.039971926830614
2.58,2.22,1.34,76.26,127.9,261.19,73448.2,26.82797949896155
2.72,2.05,1.33,76.22,128.17,255.22,73711.3,27.86344027070879
2.7,2.0,1.76,75.63,127.34,248.87,66109.8,27.92108767894683
2.7,1.84,1.57,75.56,127.68,276.56,72037.4,29.345403207472824
2.69,1.89,1.55,76.51,127.32,293.81,64221.3,30.357008892021778
2.66,1.88,1.59,76.14,127.54,272.43,67884.6,28.508263936973545
2.86,1.88,1.74,75.67,127.24,257.98,67703.9,30.57893346011019
2.6,1.72,1.67,75.38,128.43,243.5,65795.4,24.996479237906097
2.58,2.13,1.8,75.4,127.69,287.24,66906.9,29.907453246989117
2.83,1.98,1.35,75.91,127.99,292.77,71598.3,32.20205984252459
2.6,2.05,1.52,76.14,128.31,266.33,68426.1,27.399570391567064
2.83,2.0,1.37,75.99,127.77,249.86,66092.3,28.50771339848927
2.65,2.11,1.57,75.65,127.52,285.75,63641.1,29.641340490250055
2.59,2.2,1.29,76.11,127.48,281.75,63350.7,27.711602456815168
2.82,1.84,1.74,76.45,127.3,280.81,64755.6,31.90040925214475
2.89,1.76,1.44,76.38,128.22,264.64,66816.0,30.35635467244185
2.67,1.97,1.43,75.43,128.22,248.82,73241.9,26.66707384510516
2.57,1.99,1.23,76.07,128.35,250.71,70501.5,24.793993581776586
2.77,1.75,1.72,75.55,128.49,284.73,67572.8,31.092972058155507
2.7,1.73,1.31,75.87,128.54,243.73,74120.6,25.81543208865457
2.81,2.24,1.37,76.42,128.27,282.53,67711.9,31.722068528117685
2.55,2.12,1.3,76.31,128.01,276.09,66093.7,26.70276134812627
2.54,1.87,1.49,75.86,127.8,264.46,63758.7,25.50699289623844
2.5,2.16,1.47,75.2,127.46,288.61,75459.2,28.139891439505615
2.69,1.89,1.35,75.6,128.27,292.17,74820.8,29.94828364902173
2.87,2.21,1.79,76.03,128.06,244.63,69719.7,30.91217424727949
2.62,2.17,1.22,75.85,128.05,291.61,66845.7,28.781951088015713
2.55,1.86,1.76,76.09,128.47,267.48,63449.3,26.870824244115507
2.77,2.14,1.76,76.08,127.71,269.96,69329.4,31.357942999395387
2.57,1.89,1.8,75.98,128.13,247.19,67318.3,26.02799908279462
2.82,2.25,1.39,75.42,127.32,256.48,67723.6,29.619581667752865
2.77,1.87,1.3,75.39,127.6,257.71,70262.8,27.826742027841984
2.5,2.14,1.56,75.24,127.28,261.05,63468.8,25.5992183585314
2.88,1.8,1.54,76.58,127.67,281.62,76107.3,32.59170344851782
2.7,2.28,1.26,76.1,128.04,285.37,67302.8,29.981478418323373
2.68,1.98,1.26,76.38,127.58,275.15,63749.8,27.874712304929513
2.81,2.18,1.37,75.66,128.18,275.44,66193.7,30.79414139869493
2.85,2.23,1.45,75.29,127.26,267.34,67472.9,31.04210680704625
2.72,2.23,1.21,75.92,127.64,249.92,67188.9,27.140403267479083
2.68,2.14,1.79,75.77,127.92,247.34,74446.3,28.555081272278127
2.52,1.99,1.48,75.78,127.27,250.02,75070.0,25.088340219757693
2.86,2.0,1.68,75.72,128.5,271.09,75591.8,32.339703252360664
2.77,2.1,1.43,76.31,127.36,257.6,76798.0,29.332840401233735
2.52,1.74,1.25,76.32,127.56,246.63,65748.2,23.04147335447396
2.52,2.21,1.7,76.22,128.26,247.68,74394.5,26.285196700647244
2.59,2.06,1.26,75.87,128.57,279.95,74612.6,27.762072130526573
2.58,1.98,1.38,75.52,127.58,276.19,75215.7,27.49580874471928
2.7,2.14,1.69,75.89,128.18,255.05,67365.5,28.705794349009462
2.75,1.99,1.77,75.54,127.98,248.61,73547.3,29.026686611608053
2.63,2.01,1.56,75.75,127.88,259.69,70428.1,27.406194166205633
2.56,1.78,1.24,75.56,127.36,267.69,75223.2,25.584750489166705
2.69,2.21,1.71,75.64,128.58,246.53,73452.9,28.47097341595997
2.57,2.18,1.22,75.99,127.5,274.0,64393.6,26.611867417431082
2.76,1.8,1.78,75.55,128.22,246.78,75098.3,28.61833742248484
2.89,1.94,1.56,75.68,128.39,264.92,73037.7,31.463188386798148
2.88,2.06,1.29,76.07,128.37,271.27,71610.7,31.232117491380674
2.54,2.11,1.36,75.46,127.33,258.84,75543.5,25.947248133779222
2.57,1.77,1.21,75.22,127.26,274.35,76435.1,26.089360806388637
2.6,1.92,1.63,75.8,127.94,260.72,75938.4,27.409717697701577
2.87,1.73,1.31,76.36,127.56,243.87,74393.1,28.20481725918034
2.88,2.29,1.63,75.46,128.05,276.61,68463.9,33.29768325824023
2.72,2.08,1.55,75.44,127.94,261.54,76258.0,29.253569747261505
2.56,1.91,1.31,76.41,127.57,282.58,71564.0,27.1336420438389
2.61,1.96,1.61,75.76,127.86,292.39,67970.8,29.597103296787164
2.69,2.01,1.7,76.52,128.48,250.45,70157.8,28.105115809394302
2.63,1.8,1.63,75.91,128.57,262.11,67292.5,27.12737827181149
2.53,1.72,1.21,76.55,128.21,281.99,64618.2,25.46149022949498
2.68,1.98,1.62,76.3,128.0,275.6,71032.6,29.65088547221148
2.8,1.78,1.37,75.59,128.12,271.18,75624.2,29.681546060862953
2.69,2.17,1.3,75.69,127.45,274.45,69516.5,28.866130145586336
2.85,2.22,1.71,75.7,127.34,267.8,72695.6,32.42324014721805
2.7,1.8,1.34,76.08,128.06,247.2,67043.2,25.973724707802372
2.83,2.02,1.49,75.76,128.31,265.8,66497.4,30.296394267227353
2.56,1.72,1.5,75.24,128.59,261.32,71281.7,25.515380948828234
2.81,1.95,1.57,75.32,128.26,279.49,73989.4,31.556121558061133
2.64,2.13,1.43,76.19,127.89,240.97,72523.8,26.096200078568696
2.6,2.19,1.57,75.82,127.29,272.65,66801.2,28.326698729599112
2.77,1.77,1.33,76.19,127.99,264.8,75756.4,28.715371789064758
2.69,2.25,1.5,75.36,127.6,250.57,64851.2,27.581683850146074
2.63,2.12,1.35,75.65,127.64,243.09,72321.2,25.793316545490253
2.88,2.1,1.66,76.49,128.15,276.79,64103.9,32.82292300600318
2.62,1.89,1.6,76.34,127.75,246.02,67059.5,25.909834826911716
2.5,1.76,1.5,76.14,128.17,281.96,76991.1,26.818353877933642
2.79,1.93,1.37,75.93,127.99,289.64,75260.3,31.487884662940015
2.52,1.95,1.2,75.88,128.44,293.8,68922.4,26.906882039752187
2.56,1.93,1.76,75.36,128.1,244.01,68239.8,25.54613656180197
2.75,1.79,1.22,75.87,127.27,273.99,73340.3,28.607465926600863
2.53,1.95,1.7,76.09,128.33,272.33,76159.4,27.73860580367454
2.6,1.87,1.36,76.08,127.64,263.63,65957.7,26.002337577513682
2.7,1.87,1.73,75.42,128.03,282.37,69945.4,30.37606128406048
2.63,2.1,1.7,75.38,128.22,288.53,70925.2,30.486531736342496
2.7,2.24,1.31,75.75,127.91,288.84,75596.5,30.763845800790133
2.7,2.24,1.78,76.52,127.55,257.42,70056.5,29.713112720019918
2.69,1.76,1.29,76.17,127.99,287.21,71889.3,28.929729673230664
2.5,1.93,1.62,76.48,128.26,266.79,66324.3,25.970033937656122
2.54,2.29,1.45,76.42,127.79,291.08,76606.7,29.307565435776038
2.6,1.93,1.6,76.03,128.26,253.04,67081.3,26.243186335139963
2.89,2.19,1.59,75.35,128.34,250.17,74750.9,31.03238271204736
2.75,2.21,1.66,75.55,128.06,246.46,74517.4,29.12248771389704
2.88,2.26,1.25,75.27,127.36,291.56,69957.6,33.00772070365667
2.62,2.23,1.49,76.0,127.98,285.04,75459.5,29.9480860052613
2.62,1.8,1.52,75.54,128.43,271.23,73512.7,27.591128382876146
2.57,2.1,1.42,75.99,127.24,283.37,63142.6,27.703347895648218
2.78,1.73,1.64,75.5,128.12,260.28,74447.8,29.244476322711304
2.75,1.85,1.73,75.99,127.54,287.34,66508.9,31.39699965227521
2.52,1.82,1.62,75.77,127.99,267.16,70341.3,26.15515532761776
2.54,1.77,1.52,76.04,128.59,279.67,65805.6,26.62469256542374
2.74,1.81,1.75,75.88,128.08,281.66,65131.3,30.650733812476343
2.88,2.02,1.25,76.13,127.37,273.81,68023.1,30.935907557760057
2.65,1.9,1.42,75.76,127.33,257.96,68224.8,26.61465907548745
2.83,2.09,1.4,76.39,127.88,291.88,74118.5,32.818473875914606
2.64,2.18,1.26,75.58,127.22,274.02,74843.2,28.29241244154957
2.56,2.09,1.76,76.02,127.85,259.7,73393.8,27.62182246256702
2.83,2.11,1.52,75.49,128.23,249.0,63832.7,29.03218758772982
2.69,1.82,1.79,75.56,128.11,259.13,67383.4,28.321347572330748
2.65,2.25,1.34,75.83,128.6,285.23,64635.6,29.26163994151693
2.78,2.05,1.55,75.56,127.94,250.8,64686.7,28.47646535791807
2.89,2.17,1.78,76.59,128.49,274.35,72594.3,33.92494005528147
2.67,2.23,1.45,76.54,127.33,286.4,65912.4,30.074367662151754
2.74,1.78,1.78,75.36,127.62,247.62,65899.3,27.756864661764435
2.83,2.17,1.66,76.41,127.92,286.84,73249.6,33.61914890484002
2.66,1.79,1.56,75.23,128.46,256.81,69109.0,26.801933698340573
2.51,1.82,1.76,76.25,127.71,247.63,66437.5,24.916491942762146
2.61,1.7,1.62,75.97,127.23,265.55,73005.7,27.160851891219746
2.68,2.27,1.71,75.99,128.5,262.52,74917.6,29.94222900518616
2.66,2.07,1.38,75.38,127.4,274.43,72641.4,28.560326179222326
2.57,2.27,1.33,75.53,127.44,248.16,63260.1,25.199428958811264
2.64,1.84,1.46,76.53,128.58,265.66,73823.7,27.498357897970887
2.85,1.77,1.38,76.2,128.33,263.74,67506.2,29.518392429362276
2.67,2.11,1.52,76.55,127.26,256.87,67995.9,27.774455220949218
2.78,2.15,1.44,75.73,128.2,265.29,74749.5,30.187442215189773
2.74,2.28,1.57,75.9,128.07,282.8,69376.6,31.638258305802307
2.63,1.71,1.61,75.6,128.26,247.72,76914.3,26.199640445758742
2.79,2.17,1.27,76.1,127.41,290.01,66074.3,31.296496865477135
2.74,1.76,1.59,75.64,128.23,263.12,67663.6,28.467087584350562
2.78,2.02,1.23,75.96,128.19,263.89,66695.1,28.58593538736829
2.74,2.0,1.21,76.49,127.22,263.61,65425.6,27.81731106154609
2.61,1.97,1.73,76.09,127.49,265.71,74877.2,28.434024442218398
2.73,1.9,1.28,75.36,128.25,271.37,74621.6,28.637501195297656
2.9,1.8,1.63,75.54,128.41,284.31,65562.0,32.637983947781095
2.7,2.23,1.71,76.53,128.57,265.73,65055.3,29.839081268230412
2.68,1.99,1.57,75.75,128.44,290.73,63665.8,30.158445976906815
2.69,2.21,1.3,75.45,127.94,263.18,69911.2,28.12716046494449
2.7,1.83,1.7,76.58,127.54,260.36,65236.4,28.336863003909226
2.72,1.94,1.78,75.71,127.82,261.14,76958.4,29.778598904642646
2.7,1.77,1.21,76.04,127.28,254.48,70886.6,26.237621862030547
2.74,2.19,1.27,75.98,128.05,262.94,74155.8,28.94215476474937
2.88,1.97,1.27,75.79,127.66,285.78,67696.8,31.789059753892953
2.71,2.18,1.34,75.26,127.87,243.0,68866.8,26.763311849728776
2.63,1.88,1.45,75.95,127.35,252.29,76799.7,26.45962566796447
2.89,1.85,1.21,76.39,127.88,258.16,66863.1,29.268055304124
2.81,2.26,1.7,75.41,128.55,265.56,67217.6,31.456690707513186
2.86,1.95,1.37,76.18,128.11,283.83,67870.1,31.76024129785048
2.64,2.01,1.6,75.68,128.09,251.33,71276.3,27.071230878998445
2.63,1.97,1.56,75.77,128.56,257.5,65219.0,26.82019846416892
2.7,2.14,1.39,75.58,127.66,286.95,75689.2,30.579774046132112
2.89,2.01,1.4,75.36,127.88,243.18,76999.4,29.353271190966208
2.56,2.21,1.32,75.56,128.54,240.62,65548.2,24.47163417444892
2.83,2.06,1.69,75.57,127.91,289.58,72709.0,33.48272770273695
2.83,1.92,1.61,76.47,127.36,259.31,73743.5,30.39373889075068
2.52,2.02,1.5,76.11,128.16,278.1,74709.3,27.37273156957553
2.7,1.88,1.25,76.6,128.31,276.1,74855.0,28.605406934226718
2.61,2.07,1.22,75.69,127.34,272.93,74188.2,27.33114113805345
2.71,2.02,1.33,75.82,128.26,244.39,64043.0,26.213536942900983
2.87,1.94,1.68,75.22,128.45,274.74,72674.4,32.30855600929249
2.58,2.03,1.66,75.84,128.47,268.01,71109.4,27.850530056663953
2.51,2.04,1.74,76.28,128.3,285.24,63102.5,28.083934351265153
2.58,1.77,1.74,75.24,127.76,252.26,68101.4,25.896050461646947
2.54,2.22,1.46,76.1,128.18,254.0,66805.0,25.76000509735388
2.58,1.8,1.8,76.05,127.73,283.19,71200.3,29.020020203924897
2.71,1.75,1.75,75.54,128.31,242.31,75978.2,27.380225778803148
2.74,1.86,1.62,75.26,128.13,257.49,73354.3,28.621261236111987
2.54,2.05,1.57,76.34,128.29,283.13,76491.1,28.506981241356126
2.85,2.22,1.67,75.83,127.91,292.01,66104.0,34.06163228537025
2.82,1.75,1.47,75.55,127.3,261.74,75698.7,29.39233342666068
2.54,2.09,1.45,76.26,128.0,286.27,66419.0,27.7993184339316
2.77,2.0,1.53,75.75,128.46,276.37,64402.9,30.25879260943861
2.77,1.83,1.75,75.79,127.91,292.6,71786.1,32.42314829295481
2.78,2.25,1.46,75.65,127.71,251.17,74035.0,29.28715401735621
2.72,2.24,1.44,76.44,127.65,288.72,76553.1,31.58832556193374
2.73,2.18,1.44,76.28,128.34,278.78,65751.8,30.198178100413426
2.5,1.86,1.61,76.5,127.34,279.4,76053.5,27.283750622191175
2.6,2.27,1.51,76.53,127.67,281.91,66381.6,29.068612580347004
2.7,1.78,1.78,75.66,128.11,263.66,70274.2,28.882396714323132
2.83,1.9,1.34,76.24,127.73,268.29,70383.5,29.932954153536567
2.62,2.04,1.53,76.07,127.24,286.22,63484.5,28.930618738914855
2.63,1.93,1.74,75.6,127.63,272.21,74185.3,29.053860948278267
2.62,2.16,1.67,75.72,128.41,286.37,67237.5,30.05417801664407
2.77,1.97,1.4,75.88,127.35,274.06,67642.5,29.6860243031856
2.63,2.06,1.38,75.24,127.38,254.66,72790.1,26.575602338630798
2.87,2.16,1.49,75.7,127.88,292.79,66463.8,33.512990455185445
2.77,2.2,1.27,76.48,128.52,288.16,67709.3,31.108328475583445
2.59,1.98,1.24,76.28,128.03,282.72,76501.4,27.796646437981277
2.59,1.85,1.54,75.61,128.2,243.62,76227.3,25.43657167634171
2.78,1.77,1.62,75.94,127.5,274.92,68677.8,30.263065173912874
2.55,1.91,1.72,76.51,127.47,266.53,72388.4,27.364929141809508
2.68,2.08,1.29,75.39,128.4,274.04,64936.1,28.119921377758825
2.75,2.1,1.69,75.44,128.1,270.54,74306.1,30.90815736876902
2.58,2.24,1.79,76.39,127.72,269.04,72219.3,29.138122014837787
2.84,1.88,1.3,76.2,128.08,252.6,68574.3,28.531087084899465
2.63,2.2,1.55,76.05,128.07,259.41,75428.1,28.191914077261114
2.65,2.22,1.49,75.31,127.22,257.11,65664.0,27.45296600529775
2.7,2.11,1.5,75.7,127.43,240.48,67035.3,26.676338365681882
2.81,2.09,1.76,76.43,128.44,283.4,68148.6,32.959860432395885
2.68,2.24,1.49,75.56,128.21,276.65,64588.5,29.505134205615146
2.87,1.74,1.48,75.45,127.95,262.27,73527.2,30.04528076090889
2.8,1.96,1.56,76.18,127.56,281.34,73230.1,31.67157847149826
2.83,1.9,1.42,75.74,127.68,288.84,66737.6,31.576906922707504
2.78,1.8,1.68,76.18,127.92,249.33,72815.3,28.75133812987735
2.78,2.03,1.75,76.57,128.27,290.84,69402.0,33.01794562230543
2.59,1.76,1.23,75.83,127.49,250.69,75426.7,24.73016379026262
2.66,1.94,1.26,75.45,127.53,291.43,64204.1,28.584567496154246
2.89,1.88,1.47,75.81,128.31,272.68,72309.1,31.61537227929409
2.64,1.73,1.59,76.42,128.26,244.8,72307.4,25.978233267067363
2.83,2.08,1.74,76.57,128.08,291.16,68527.7,33.84736643806309
2.72,2.18,1.54,76.37,127.39,291.88,67187.0,31.552383839221417
2.89,2.06,1.35,75.75,128.25,277.01,75638.4,32.21421488319345
2.58,1.93,1.44,75.55,127.31,247.06,75844.5,25.386361874777773
2.56,1.96,1.37,75.64,128.38,286.97,65271.0,27.34803086548504
2.54,2.14,1.41,75.53,127.7,274.67,75659.1,27.422318827127693
2.51,2.06,1.46,76.55,128.39,282.55,74260.3,27.498338197171957
2.82,1.87,1.33,76.33,127.59,291.46,67888.9,31.420094016734875
2.78,1.82,1.26,76.54,127.46,244.25,69871.7,26.84791067929802
2.61,2.01,1.34,75.77,127.8,254.39,73873.9,26.163730709116063
2.79,1.76,1.33,75.35,127.31,240.59,72976.4,26.666186704383104
2.5,1.85,1.72,75.62,127.43,247.12,71038.2,24.843860730276216
2.83,1.81,1.45,75.74,127.48,275.57,63146.1,30.12925894533816
2.89,2.21,1.63,76.51,127.25,287.82,75847.5,34.638240757949916
2.69,1.95,1.37,76.07,128.2,262.62,75099.0,27.96211903012431
2.69,1.71,1.7,75.63,127.65,256.05,76536.3,27.964241253357496
2.86,2.15,1.57,75.39,128.25,261.04,65676.6,30.84971757267567
2.67,1.94,1.64,75.68,127.88,282.47,63578.9,29.463663704907955
2.82,2.0,1.35,75.2,128.02,259.95,68138.0,29.080301192483827
2.8,2.29,1.65,75.62,127.86,253.82,66942.6,30.20151277603861
2.57,1.98,1.7,76.21,128.58,272.41,66872.0,27.851769310457595
2.68,2.18,1.56,76.5,128.6,265.24,72090.7,29.190114969075122
2.9,1.89,1.49,75.25,127.48,257.97,73768.3,30.457468619720995
2.69,1.97,1.3,75.98,128.31,244.75,66279.0,25.896536017894956
2.78,2.07,1.72,76.23,128.19,242.19,75997.7,29.173941890166358
2.69,1.86,1.62,76.42,128.52,287.69,76355.4,30.760236106658223
2.57,1.77,1.39,75.44,127.44,290.55,73946.2,27.778287381342007
2.65,1.81,1.5,75.57,127.76,258.17,71295.1,26.819773868211424
2.53,2.22,1.58,76.05,127.35,251.03,67903.0,25.872067178985954
2.57,2.3,1.65,76.41,128.56,258.73,63285.3,27.248652985954546
2.57,1.82,1.71,75.91,128.06,256.13,65692.1,26.088025688466015
2.81,2.2,1.42,76.54,127.77,274.24,74867.5,31.4633188473432
2.71,2.29,1.78,75.24,127.67,265.56,75644.9,30.873123552337912
2.78,1.9,1.46,75.81,127.25,280.35,69621.0,30.453025255156486
2.53,1.75,1.27,75.23,127.4,241.83,71273.9,23.07520709829407
2.76,2.24,1.25,76.39,128.58,253.63,63841.9,28.01919254757274
2.64,2.28,1.54,75.91,127.83,268.68,66087.9,28.713921659405397
2.86,2.25,1.39,75.56,127.4,279.78,75134.8,32.561509385325394
2.66,2.16,1.57,75.67,127.8,278.41,75373.7,30.064445475229487
