outer_wall_thickness,inside_wall_side_thickness,inside_wall_middle_thickness,height,width,sigma0,youngs,predicted_max_force
2.65,1.8,1.8,75.45,128.51,264.77,76723.4,198.98457242311633
2.57,2.28,1.39,75.59,127.6,255.58,74159.0,193.48393967801917
2.62,2.15,1.54,76.33,127.49,251.03,71765.6,194.00385240605908
2.88,2.08,1.73,75.45,127.7,281.1,65113.9,226.39361555724804
2.64,1.85,1.72,76.29,128.23,247.86,76545.0,191.08690683431553
2.76,2.25,1.34,75.82,127.44,261.15,74766.5,213.083539841596
2.53,2.06,1.53,76.2,127.49,257.53,64176.4,186.29515020367307
2.65,2.29,1.31,75.98,127.7,267.94,72045.0,207.3111523615305
2.62,2.26,1.46,76.54,128.18,284.99,65139.4,212.00794850494322
2.61,2.25,1.71,75.91,127.78,277.82,67494.8,206.2084650088201
2.59,1.9,1.56,76.53,127.25,248.32,69465.6,187.48726971277392
2.78,1.87,1.25,76.19,127.64,282.38,76146.5,224.69223550733955
2.77,2.05,1.74,75.64,127.85,286.06,71556.8,222.9622308084206
2.56,2.27,1.56,75.55,127.31,253.91,63647.9,187.26159507724003
2.67,2.09,1.63,76.08,127.35,256.13,72255.6,200.0940471059887
2.84,2.06,1.35,75.88,128.07,281.34,64569.9,224.40496200098698
2.62,2.14,1.72,75.82,127.81,251.06,69491.0,190.91474674626124
2.68,2.18,1.32,76.06,127.42,289.56,69406.2,220.83120331660928
2.73,1.87,1.73,75.21,128.33,268.98,75653.6,208.1083511187412
2.52,1.95,1.53,76.5,127.53,286.34,66671.3,202.83930445697604
2.64,1.92,1.71,75.73,127.95,292.02,71690.3,214.67772220823656
2.62,2.25,1.4,75.35,127.44,289.73,74226.0,216.9701290533651
2.67,2.05,1.61,75.95,127.32,289.94,72915.6,219.42821285669527
2.79,2.04,1.6,75.3,127.85,282.75,69833.5,221.47197325273976
2.56,2.06,1.47,76.19,127.46,287.97,66403.7,207.50772850156773
2.79,2.24,1.53,75.59,128.49,278.14,73581.8,222.338246520133
2.86,2.0,1.4,76.32,127.92,286.03,69478.5,231.3167324137372
2.65,1.71,1.53,76.58,128.52,280.11,69860.2,207.48828424693636
2.87,1.96,1.33,76.12,127.27,288.6,69428.2,233.9366720364177
2.71,2.1,1.58,75.73,127.57,276.02,65629.6,211.22767786998963
2.83,2.17,1.76,76.6,127.87,241.12,71294.5,205.10677596374023
2.7,2.26,1.72,76.54,127.74,276.66,74325.7,217.25644892809362
2.53,1.76,1.38,75.43,127.46,282.23,71227.2,199.3977744349454
2.89,2.13,1.78,76.54,127.76,265.46,64911.6,220.99488347465717
2.53,2.22,1.53,75.42,127.3,284.25,72381.9,205.3319286526671
2.79,2.02,1.78,75.24,128.11,287.52,63032.5,220.04697794315155
2.52,1.76,1.28,75.54,127.91,251.42,76887.9,182.88562685458817
2.54,2.13,1.66,75.59,128.44,289.9,73965.5,207.68965168278828
2.56,1.72,1.2,75.69,127.68,251.02,70866.8,183.91848674844334
2.78,1.98,1.29,75.61,127.45,270.73,69968.4,215.24598205897996
2.52,1.81,1.25,75.7,128.03,246.41,64223.9,175.67789402540984
2.6,1.98,1.35,75.52,128.55,262.71,66902.4,192.8226122279018
2.6,2.16,1.29,75.85,128.08,265.55,67754.1,198.0649672659399
2.83,2.21,1.69,75.29,127.86,241.6,74633.4,204.53552133658172
2.7,2.09,1.5,76.02,127.56,291.82,68274.8,221.56311803352924
2.88,2.15,1.65,75.47,127.67,251.03,71549.8,212.8565543589567
2.58,2.05,1.42,76.5,127.74,286.58,69917.5,210.13660807089877
2.67,2.08,1.23,75.27,128.2,266.09,70116.8,203.02461691618032
2.67,1.85,1.57,75.86,128.09,259.52,70816.4,197.511635669047
2.84,2.0,1.69,76.19,127.28,288.12,76270.0,233.6109411999047
2.64,2.12,1.74,75.68,127.71,256.25,63886.7,192.8363305129741
2.64,1.93,1.38,76.26,127.47,255.15,74630.8,197.3093048845517
2.84,2.23,1.37,75.83,128.3,278.52,70681.8,226.5214914882148
2.62,2.18,1.35,76.58,128.43,281.16,63523.1,208.52282951856307
2.64,2.26,1.38,76.55,128.58,264.05,63143.7,200.4114171408146
2.62,2.21,1.48,76.4,128.4,287.72,76647.0,216.96711982523368
2.51,1.71,1.31,75.57,127.88,264.82,65185.4,184.70027894142345
2.71,1.74,1.37,76.36,128.01,270.1,65831.7,205.8060579194655
2.88,1.79,1.2,75.56,127.96,264.55,71504.6,217.87882800109844
2.76,2.01,1.67,75.99,128.08,292.15,69737.3,225.14275054423786
2.72,1.98,1.22,75.49,128.15,261.45,68757.5,203.32745313771431
2.68,2.12,1.79,76.42,127.65,272.96,67770.6,209.05192559072088
2.61,1.76,1.51,76.52,128.56,253.99,63043.7,186.82229835423448
2.64,1.84,1.5,76.43,127.49,290.57,67345.9,214.1687696726715
2.62,1.79,1.78,75.64,127.64,275.38,64953.6,199.22484046396073
2.73,2.03,1.39,76.4,128.41,262.94,64352.5,204.97592987173562
2.56,2.27,1.38,76.53,127.29,270.86,65620.0,200.67138997724567
2.66,2.27,1.68,76.02,128.23,256.8,67762.5,198.07754837720472
2.56,1.95,1.7,75.79,127.33,273.46,66642.3,196.60188873102356
2.7,1.91,1.8,76.47,127.85,286.35,69459.5,216.78538530676803
2.55,1.97,1.27,76.3,128.38,272.88,67218.8,197.08035573825123
2.76,1.87,1.39,76.26,128.43,273.26,63614.0,211.2096437007698
2.64,2.21,1.6,75.58,127.3,279.58,63939.9,208.0137015423236
2.8,1.72,1.38,75.75,128.29,284.42,63576.4,218.43350104017145
2.74,1.77,1.6,76.34,127.49,292.15,67919.3,222.17528372600577
2.63,1.85,1.34,76.32,127.91,292.34,68174.1,214.5613262091374
2.88,1.84,1.42,75.53,128.4,242.82,63379.3,200.9376556708985
2.72,1.81,1.63,76.18,128.06,249.41,73704.9,197.11154437926268
2.65,1.83,1.44,76.02,128.42,244.45,71207.3,187.35268444622898
2.75,2.18,1.69,76.45,127.29,275.21,66553.5,217.08863434145837
2.57,2.02,1.43,75.76,127.99,274.86,64820.0,198.0238233727364
2.82,2.22,1.26,76.19,127.8,264.12,64723.6,215.7553901006629
2.68,2.06,1.62,75.96,127.6,270.58,75520.3,209.72714554123013
2.78,2.06,1.42,76.19,127.74,250.91,64746.5,202.8280031229225
2.78,2.17,1.4,76.01,128.07,272.1,70317.8,217.73738440076204
2.5,1.81,1.28,76.0,127.2,290.55,71946.3,204.66046489775465
2.53,1.74,1.71,76.43,128.42,262.98,68634.6,186.90738365818663
2.82,2.12,1.69,75.53,127.6,288.38,67545.7,227.63695387228017
2.5,1.9,1.26,76.35,128.5,240.44,65301.7,172.89172924535046
2.51,1.76,1.51,75.82,127.3,250.24,65929.1,177.72789566397
2.65,1.76,1.41,75.42,127.72,244.01,68040.4,184.9079749704731
2.74,2.28,1.79,75.83,128.24,289.75,66267.4,222.52620339980695
2.5,1.95,1.7,76.33,127.61,275.82,67293.7,194.28443966096995
2.67,1.82,1.32,76.05,127.74,251.14,71752.2,194.40883703316047
2.78,1.75,1.73,75.54,127.46,270.72,69786.6,211.3566195985219
2.53,2.07,1.78,75.6,127.42,269.66,73599.4,195.3874860263312
2.64,1.98,1.61,75.69,128.26,262.77,75452.2,199.5230143583277
2.59,2.12,1.8,75.74,128.27,262.97,70053.2,194.4303002834538
2.74,1.89,1.21,76.3,128.44,274.37,63796.7,211.23842357337742
2.81,1.89,1.48,76.45,128.59,260.73,70937.0,210.96643440814842
2.75,1.74,1.74,75.26,128.26,244.39,66936.2,190.57902958204272
2.54,1.76,1.4,75.68,127.54,288.62,74561.9,205.69614757305794
2.85,2.23,1.37,76.58,128.08,255.06,70169.2,215.38427102094977
2.78,1.96,1.65,76.17,127.26,257.48,65190.1,205.94713643326986
2.73,2.1,1.39,76.01,128.19,257.58,65095.0,202.17007246251592
2.65,2.16,1.47,76.21,128.16,263.49,63210.0,199.30492766741577
2.86,2.21,1.78,76.08,127.8,283.37,69087.3,230.3310369915489
2.74,2.18,1.37,75.92,128.46,268.3,64967.1,209.5235671947388
2.63,1.85,1.29,76.3,127.25,256.49,63062.0,192.68922347503542
2.74,2.21,1.45,75.38,127.68,242.12,68930.9,195.9202164572447
2.65,1.88,1.58,76.51,127.7,290.98,73400.6,217.6966437069883
2.8,2.24,1.74,75.95,128.14,242.6,76305.2,204.43009614663868
2.75,2.2,1.21,75.24,127.95,293.56,74816.3,229.17657743920017
2.56,2.21,1.61,75.24,127.57,242.3,64412.0,179.1404691435157
2.83,1.79,1.39,75.72,128.17,270.36,74359.1,217.88178111293428
2.51,2.17,1.26,76.11,128.58,289.56,73748.8,207.54938878706605
2.5,1.85,1.43,75.36,127.29,277.78,71952.0,195.48958949506994
2.54,2.02,1.24,76.15,127.36,293.71,76876.2,213.95203001773734
2.8,1.84,1.32,76.6,127.42,249.37,74969.7,207.358708574945
2.82,2.18,1.2,76.58,128.26,256.35,63205.0,210.67195980107272
2.88,2.07,1.73,75.51,127.87,278.3,76744.1,229.66860231189628
2.55,1.93,1.39,75.99,127.21,244.87,76493.8,184.67790716391983
2.63,1.82,1.54,75.5,128.28,283.18,70435.1,206.7716044684513
2.58,2.25,1.53,75.57,128.14,289.53,76992.5,213.86487011315637
2.63,1.73,1.6,76.59,127.28,260.96,76252.2,199.13268208214038
2.82,2.0,1.5,75.65,127.29,266.49,64694.1,213.72251201109555
2.81,1.74,1.74,76.14,127.92,254.58,68236.4,204.34697451602608
2.66,1.94,1.51,75.64,128.05,250.51,68174.1,190.9967053335845
2.72,1.82,1.72,76.26,127.3,290.68,66359.6,219.23940632513757
2.69,2.04,1.38,76.59,128.56,290.11,69542.3,220.12578534709962
2.84,1.97,1.79,75.96,128.08,279.87,64636.6,221.52345692479025
2.86,1.96,1.47,75.91,127.87,240.81,65882.8,201.93604889939013
2.54,2.04,1.4,75.51,127.68,273.14,71880.1,197.6387257104078
2.66,2.09,1.58,75.32,128.48,242.76,70800.5,187.74630286729268
2.54,2.14,1.22,75.5,127.55,280.62,69059.5,202.629292187607
2.52,1.98,1.63,75.43,127.79,274.53,75579.3,196.82671388376457
2.58,1.83,1.72,76.04,127.5,253.73,75158.8,189.42495045211433
2.72,1.85,1.22,76.51,128.57,254.25,70942.1,200.46563470608783
2.66,1.82,1.71,75.33,128.26,242.4,72087.7,185.3460565246952
2.69,1.79,1.76,75.42,128.04,286.86,64225.4,210.25309756200193
2.89,2.07,1.3,76.58,127.28,252.01,74008.8,218.4157748247651
2.65,2.07,1.73,75.89,127.58,256.25,70215.1,196.42573884839976
2.65,2.05,1.21,76.1,128.14,271.96,72542.0,207.4534943186576
2.8,1.87,1.31,75.85,128.06,249.7,71595.5,203.63669870645617
2.61,1.88,1.24,76.21,127.55,275.66,67472.8,203.74422468778187
2.71,1.78,1.49,75.54,128.09,272.13,66586.6,205.21504249819293
2.61,2.02,1.43,75.46,128.38,289.02,71439.3,211.17384023389275
2.58,1.82,1.32,75.68,127.86,262.23,71282.9,192.43306819334225
2.83,2.03,1.57,75.96,127.66,268.29,76960.5,221.0704879638946
2.82,1.93,1.67,75.69,128.37,256.83,75665.8,210.02830609679347
2.76,2.28,1.34,76.59,128.26,241.0,75126.8,202.08809503773978
2.7,2.05,1.68,76.0,128.3,291.08,73079.4,221.12563572260035
2.88,2.29,1.42,76.35,128.26,280.65,76723.6,235.10760303959808
2.68,1.82,1.71,75.84,127.37,289.13,76470.7,218.34698235039434
2.64,2.26,1.68,76.42,127.21,283.12,65080.8,212.93943102511116
2.65,1.86,1.21,76.0,128.17,253.63,72159.2,194.4059404119455
2.73,2.11,1.32,75.7,127.55,269.81,72782.7,213.06135009859975
2.84,2.01,1.58,75.49,128.22,254.33,74719.5,210.66342088919214
2.85,2.29,1.32,76.31,128.16,277.01,68001.6,227.3421150035723
2.6,1.86,1.49,75.31,128.2,285.7,75530.5,208.26170000779814
2.71,1.76,1.53,75.81,127.79,276.43,66863.9,208.549521017193
2.78,2.0,1.37,76.39,127.86,259.14,70056.7,209.59698225781835
2.82,1.93,1.51,76.08,128.17,272.64,76414.6,221.11973210420422
2.79,2.23,1.55,75.81,127.89,241.79,76508.9,203.57070039126518
2.78,2.1,1.5,75.66,128.02,270.59,70156.6,215.10325780148992
2.79,2.14,1.63,76.2,127.53,243.24,64889.8,199.97256657892547
2.87,1.72,1.6,76.1,128.03,269.05,69409.3,218.0351285508375
2.7,2.16,1.78,75.61,127.68,270.05,73479.4,209.99565138343723
2.65,2.12,1.68,75.98,127.84,275.11,75341.2,209.96901269978162
2.5,2.07,1.37,75.74,128.41,246.73,66638.5,176.8824930769258
2.8,1.92,1.63,75.31,128.4,240.62,74402.0,197.62684592562277
2.76,1.88,1.22,76.29,128.45,293.21,76132.8,228.6359336403856
2.76,2.2,1.23,75.78,128.32,259.23,73652.7,209.80481938631294
2.69,1.97,1.55,75.74,127.74,260.66,68970.5,200.5488654328101
2.78,2.3,1.49,76.44,128.53,250.48,74546.6,208.13022918443812
2.57,1.81,1.74,75.92,128.28,261.76,75082.7,191.55833436883677
2.69,1.91,1.66,75.66,127.98,258.61,75070.0,200.5146774588934
2.79,2.01,1.59,76.41,127.41,268.25,71985.7,216.83115549508386
2.88,2.22,1.35,75.3,127.54,279.41,73882.7,231.65362285741946
2.85,1.95,1.72,75.52,127.77,262.46,76026.3,216.6326558931405
2.89,2.11,1.59,75.49,128.05,264.97,73208.0,221.62466924290425
2.57,1.92,1.26,76.09,128.32,274.2,69372.4,199.41631984235573
2.58,1.88,1.51,75.84,128.16,282.43,73418.1,205.09658514740318
2.79,2.24,1.52,75.28,127.7,250.05,68420.6,204.30989125448036
2.58,1.96,1.62,76.05,128.38,285.98,69043.1,206.04550386002438
2.85,1.75,1.63,75.52,127.85,266.61,76125.0,217.0689467280706
2.84,1.93,1.24,75.87,128.09,264.32,75127.6,217.7542848694443
2.75,2.17,1.31,75.52,127.63,260.01,71055.6,208.35131434160974
2.81,1.96,1.35,76.02,128.0,254.61,67196.1,206.7926765611735
2.58,2.2,1.23,76.4,127.52,259.84,74310.5,198.3581749974453
2.86,1.84,1.3,75.52,127.51,251.75,69105.2,208.57852083599937
2.56,1.79,1.77,76.18,127.72,290.51,75870.3,208.8864020810321
2.89,2.25,1.76,76.23,128.38,284.66,65995.0,232.140531009371
2.89,1.83,1.67,75.43,128.34,284.97,74986.0,230.31481691662373
2.5,2.0,1.33,76.59,128.22,263.34,66354.1,188.16103268811366
2.53,2.24,1.47,75.75,128.29,293.69,76857.9,212.43456956876128
2.67,2.21,1.76,75.74,128.3,292.67,73406.7,220.61774727504508
2.58,1.96,1.23,75.31,128.41,271.07,66585.4,195.97516296330946
2.68,1.74,1.53,75.84,128.12,246.98,67497.7,188.61780959536713
2.56,2.12,1.59,76.47,128.15,273.77,63647.8,198.13824421842003
2.57,2.1,1.29,76.3,128.6,252.49,71679.5,189.30399484875136
2.68,2.11,1.36,76.54,127.45,264.56,68919.3,206.28648421723346
2.79,2.16,1.46,75.45,127.41,257.23,69642.8,209.12891410062753
2.78,1.91,1.62,76.06,127.79,258.2,72553.1,207.8460777403983
2.9,2.25,1.72,76.02,128.06,266.04,66787.1,222.63123282627237
2.53,2.1,1.28,76.41,128.01,247.52,75370.2,185.69576958480206
2.67,2.0,1.53,76.3,127.44,262.83,70140.4,202.80460905644418
2.67,2.09,1.63,76.13,128.51,284.83,68693.7,213.79803364124086
2.75,1.79,1.42,75.87,128.37,257.89,71649.7,202.86634111128876
2.8,1.77,1.55,75.68,128.26,261.41,66267.6,205.90326227907735
2.8,1.99,1.49,76.03,127.7,268.41,70690.6,215.9050045359395
2.8,1.8,1.5,75.9,127.3,290.18,70264.1,226.77809228628053
2.89,1.86,1.39,76.06,128.19,264.91,76556.7,221.9006169543468
2.67,1.97,1.7,75.97,127.95,277.41,68588.8,208.35276285986015
2.81,2.24,1.38,75.65,128.03,277.74,73354.6,224.82207085950859
2.8,2.22,1.67,75.84,127.98,241.69,74120.9,202.91570343091132
2.57,1.85,1.48,75.22,127.3,243.72,71749.4,180.83860897373415
2.52,1.73,1.6,76.18,127.62,240.64,75144.3,176.53348222653062
2.61,1.78,1.62,75.54,127.56,249.53,68912.4,185.33951036048984
2.6,2.0,1.64,76.55,128.4,291.84,74485.2,214.7063445393768
2.59,2.04,1.5,76.14,127.6,273.81,63843.0,200.02316364880835
2.57,2.1,1.49,76.06,127.97,258.44,65189.8,189.89527690256398
2.55,2.13,1.39,76.02,128.11,291.58,71835.1,210.71767524102552
2.78,2.09,1.29,75.97,127.5,248.81,68859.3,203.80519076915346
2.81,2.17,1.69,76.37,127.79,272.43,67900.2,219.88123399405129
2.52,2.09,1.21,75.92,127.56,253.61,71747.9,186.70935523462606
2.86,2.07,1.25,76.03,127.67,281.72,76165.5,232.42709767227632
2.75,1.91,1.39,75.98,128.31,288.04,65532.2,219.7316207404923
2.64,2.11,1.36,76.42,127.44,285.12,63017.1,212.41344858409877
2.6,1.89,1.78,76.04,127.95,289.03,69005.6,208.7455839111343
2.62,2.11,1.68,75.95,127.86,249.57,71518.1,190.8643260846502
2.52,2.11,1.5,75.42,128.36,254.07,66665.4,182.14233956838632
2.77,1.74,1.25,75.83,128.2,252.76,74963.8,203.03768353382236
2.69,2.06,1.23,75.89,127.45,253.64,69036.9,199.12222806853663
2.79,2.01,1.53,75.26,127.71,268.01,67447.1,211.82841953798618
2.52,2.05,1.46,75.99,127.38,291.63,76682.3,210.2178228931905
2.52,1.85,1.75,75.92,127.75,243.6,76950.7,179.01076629481895
2.64,1.78,1.32,75.84,128.16,243.19,64490.8,183.03545089024033
2.9,1.99,1.63,76.47,127.88,273.4,72814.2,228.26142663130634
2.65,1.82,1.27,75.38,128.08,270.89,75768.6,204.2913371270455
2.55,1.73,1.53,76.37,128.18,263.68,67127.2,188.89059396223
2.66,1.94,1.79,75.4,127.47,274.89,73435.9,207.07320233155087
2.5,1.89,1.56,76.41,127.52,248.36,74442.1,181.3833218054284
2.89,2.13,1.24,76.0,127.5,293.29,63998.0,237.2978884831041
2.89,1.89,1.31,75.65,127.47,268.54,69103.0,221.67024154890078
2.51,2.04,1.55,76.42,128.57,277.27,70110.3,197.38160025445904
2.78,2.15,1.75,75.67,127.29,269.93,70743.3,216.03836541922578
2.59,2.28,1.36,75.6,127.85,278.8,71778.4,207.43910231519726
2.82,2.18,1.69,75.74,127.81,291.03,64638.9,228.69750042897806
2.83,1.96,1.24,75.54,127.69,289.47,72954.7,231.02051704775
2.64,2.05,1.34,76.45,127.96,242.54,64565.6,187.01234290907792
2.82,1.96,1.64,75.33,128.22,267.55,64432.1,211.31474546418895
2.67,2.08,1.36,76.57,128.59,286.48,65752.9,215.29004848360898
2.85,1.74,1.71,75.31,127.93,271.57,73340.8,217.8463796175531
2.62,1.99,1.39,75.28,128.43,266.83,76002.1,200.2206927381783
2.72,2.02,1.2,76.51,128.3,249.5,69131.2,199.04240979856866
2.56,2.0,1.23,76.47,128.49,247.56,65527.7,183.15441504202897
2.7,2.02,1.6,75.66,127.91,261.2,69004.7,201.6461029657662
2.88,1.95,1.75,76.5,127.7,288.1,63214.1,230.67850795530512
2.9,2.01,1.78,75.76,127.89,282.83,71629.1,231.44514890590085
2.82,1.99,1.36,75.32,127.45,256.73,71143.0,210.10845181687546
2.65,2.07,1.78,76.42,127.97,272.91,71526.7,207.13759450844225
2.84,1.94,1.4,76.24,128.06,256.78,75659.8,214.05756484872165
2.83,2.0,1.53,76.42,127.34,276.87,68727.1,223.9676924153472
2.63,1.76,1.75,76.26,127.69,252.56,66685.1,188.7699579344121
2.55,1.85,1.54,76.11,127.72,260.16,74437.2,190.86055447913702
2.81,1.87,1.23,75.24,128.46,272.7,67631.3,214.68886399736277
2.63,2.0,1.21,75.86,127.3,266.22,75282.0,203.84099571733032
2.9,1.92,1.61,76.57,128.08,263.41,69267.0,220.22025337178604
2.59,1.84,1.7,76.34,128.36,255.9,65811.3,187.32521503069563
2.57,2.19,1.66,76.09,127.72,267.67,72196.7,198.96704550576715
2.58,2.22,1.26,75.68,128.05,257.15,75014.2,194.82335312343332
2.82,2.09,1.31,75.33,128.24,280.27,66068.1,221.73406740000212
2.7,2.05,1.35,75.33,128.26,282.94,71405.0,215.2854180865669
2.69,2.1,1.66,76.52,127.42,255.69,65978.1,199.8931651850703
2.87,1.97,1.71,75.89,127.88,245.18,65469.8,204.6021464731574
2.53,1.9,1.43,75.41,127.42,256.92,71038.3,185.73062576786288
2.81,2.03,1.6,75.53,127.6,241.16,76847.2,202.769393215558
2.79,1.84,1.32,75.81,127.44,279.32,71696.0,220.80040155162737
2.62,1.91,1.77,76.55,127.99,286.58,75997.0,213.15162114599104
2.86,2.02,1.52,75.53,127.47,251.12,71581.9,210.64860310330755
2.75,2.08,1.56,75.56,127.41,255.83,75133.6,206.56378784504454
2.64,2.19,1.46,75.85,127.47,289.91,71205.8,217.64686443809092
2.89,2.05,1.47,76.39,128.45,240.7,71000.4,207.52599339497226
2.61,2.21,1.21,75.79,128.43,275.13,73703.1,207.08362436557286
2.85,1.95,1.79,76.54,127.2,270.75,76525.8,224.67990966196874
2.69,1.75,1.75,75.92,128.58,276.08,66511.2,205.05803173084962
2.83,2.27,1.38,75.42,128.45,245.72,67358.5,204.42409846726468
2.61,2.23,1.75,76.53,128.37,240.57,63040.7,183.42356820008513
2.67,2.01,1.74,75.94,127.74,269.62,66155.2,203.3406069395486
2.79,2.09,1.41,76.59,128.22,258.04,65891.0,208.84332203790711
2.63,2.02,1.33,75.73,127.9,272.44,69893.2,203.867839186198
2.74,2.16,1.43,76.32,128.36,268.51,68445.1,211.70709677647358
2.63,2.24,1.61,76.38,127.27,279.12,70611.8,211.86833838358086
2.84,2.13,1.7,75.33,127.7,245.93,70552.8,205.53130790097964
2.58,1.98,1.66,75.61,128.15,292.95,70022.2,209.91758939495787
2.77,1.96,1.78,76.36,128.27,284.56,72401.1,222.37590876555896
2.8,1.74,1.65,75.6,127.44,250.73,76092.2,204.46706532146766
2.75,1.92,1.65,76.13,128.41,269.41,74160.1,211.8460170512684
2.76,1.92,1.75,75.71,127.35,293.48,72049.0,226.15148779451692
2.7,1.84,1.38,75.78,127.91,262.81,66377.3,200.6003653881836
2.53,1.73,1.69,75.79,128.22,263.76,69549.0,186.38458755906038
2.71,1.92,1.49,75.23,128.12,286.81,67195.4,214.78357837067426
2.83,2.25,1.78,75.89,127.68,275.53,66475.0,222.39048880502025
2.71,1.78,1.78,75.67,127.36,281.93,66145.6,211.17354862782372
2.51,2.13,1.35,76.36,127.94,249.93,71904.4,184.19228797063386
2.55,1.8,1.54,75.6,127.79,286.83,73580.1,204.42639443064513
2.65,1.88,1.39,75.99,127.67,257.25,72175.3,196.86171708985762
2.54,2.13,1.26,75.24,127.87,272.51,76697.1,199.86387002014908
2.86,1.84,1.67,75.41,128.12,242.09,71663.8,201.9017857609207
2.82,1.96,1.57,76.23,127.55,287.37,64901.5,226.31593504534283
2.83,1.78,1.78,75.43,128.05,260.66,70514.7,208.96497584045926
2.8,2.26,1.26,76.3,128.34,240.44,71697.8,202.88525125424542
2.7,2.18,1.78,75.91,127.39,288.24,67270.0,219.15112647929107
2.78,2.12,1.38,75.89,128.34,282.41,74675.4,224.50056344811196
2.84,2.01,1.65,75.83,128.39,272.66,74080.4,221.3850789581677
2.67,1.74,1.51,76.12,127.6,247.27,72352.5,191.473394859868
2.83,2.28,1.78,76.46,128.16,290.62,73007.5,234.69119432363766
2.54,2.21,1.67,76.49,128.26,276.93,66753.9,200.15407691145515
2.69,1.93,1.69,76.36,127.7,274.52,64588.8,207.57469031913251
2.8,2.05,1.62,76.02,127.57,257.5,75162.1,211.92033600211244
2.82,1.91,1.39,76.18,127.78,287.93,70317.6,228.52849211941066
2.73,1.73,1.42,76.3,127.27,247.56,72867.3,197.9264782857207
2.51,2.08,1.76,75.86,127.65,262.03,64351.7,185.91499685333167
2.52,1.76,1.43,75.2,128.59,266.77,73833.6,188.61667063721234
2.72,1.85,1.41,75.2,127.23,287.6,75452.9,220.36011561285943
2.75,1.83,1.53,76.14,127.48,279.36,66050.9,215.12717642610778
2.6,1.76,1.51,75.66,128.37,255.0,74594.1,189.28077232142505
2.69,1.89,1.46,76.24,127.9,242.3,73878.1,192.2175381729303
2.67,1.86,1.65,76.16,128.14,274.61,75941.6,208.9519105518482
2.77,2.02,1.65,76.13,127.56,278.86,63499.5,216.82537432535696
2.82,1.86,1.56,76.24,128.22,250.36,72855.2,206.04342512876246
2.76,1.86,1.61,76.27,128.32,282.6,67596.2,217.64397867130845
2.76,1.89,1.52,76.4,128.3,244.04,72594.8,198.01181071748147
2.82,1.88,1.52,75.96,127.76,264.49,74749.5,215.50682800327388
2.68,2.2,1.37,75.45,127.3,245.79,68988.5,194.04522398829351
2.82,1.83,1.79,75.51,127.69,263.39,74731.4,212.82043367570748
2.51,1.82,1.59,76.07,128.26,286.69,72710.5,201.23534822515
2.63,2.11,1.62,75.87,128.59,274.94,70424.8,205.02305461710012
2.84,1.87,1.65,75.87,128.05,283.66,74876.1,227.288448320955
2.52,1.85,1.6,75.6,128.15,263.62,74915.0,188.8115022902407
2.74,2.02,1.36,76.59,127.94,265.6,66200.7,209.18526512119524
2.61,1.71,1.69,76.35,128.35,265.34,66743.7,193.56779087731263
2.6,1.71,1.56,75.67,127.76,288.27,64316.3,204.671002242334
2.81,2.01,1.43,75.73,127.42,287.19,75404.1,229.85733156696415
2.76,2.16,1.24,75.29,128.27,267.89,76161.3,214.6249537939824
2.56,2.27,1.58,76.12,128.49,262.07,72310.7,194.9719441796941
2.7,2.27,1.46,76.2,127.98,259.37,71490.3,205.60884018841466
2.88,2.12,1.42,76.21,128.18,278.14,68533.1,228.4446979759299
2.56,2.26,1.56,75.76,128.55,273.92,69440.7,199.89061481637737
2.57,1.92,1.53,76.04,127.64,263.2,76603.2,195.8335837681351
2.54,1.96,1.29,76.34,128.5,241.11,75548.8,180.66422851999266
2.69,2.09,1.74,75.92,127.5,246.52,65649.2,192.6044134674853
2.61,2.19,1.75,76.5,127.93,277.72,66158.9,206.066666188299
2.67,2.0,1.48,75.85,127.69,240.82,69662.4,188.497289817132
2.86,1.84,1.21,76.08,128.01,276.8,66357.2,222.91114320298323
2.55,2.15,1.51,75.4,127.24,245.26,75771.5,185.22879967016274
2.58,1.79,1.79,76.54,128.17,272.95,63542.1,195.56430340721352
2.78,2.04,1.36,75.38,128.54,254.4,64197.9,201.61905618702372
2.54,1.92,1.4,76.41,128.14,257.04,73272.8,188.93958839781817
2.83,1.72,1.38,75.79,127.4,255.13,72176.0,208.76787158558568
2.56,2.1,1.77,76.22,128.43,275.6,64792.1,198.01315922690924
2.81,2.05,1.63,75.62,127.51,248.62,63582.9,201.86733589956123
2.84,2.17,1.78,76.24,128.5,277.6,67463.6,223.57437342851892
2.89,2.1,1.22,75.35,127.72,283.95,74629.1,234.39407418771452
2.71,2.04,1.69,75.73,127.97,286.89,73253.8,219.31617391316786
2.68,1.98,1.38,76.38,128.26,255.2,70782.4,198.57362757710644
2.69,2.13,1.55,75.32,127.29,278.1,70369.3,212.75432280539076
2.5,1.75,1.5,75.65,127.85,293.5,67613.4,201.55886372209716
2.56,2.25,1.67,76.35,127.93,287.22,67691.9,208.61023688946477
2.76,2.19,1.55,75.4,128.39,246.56,74789.4,201.13570022487954
2.8,1.94,1.26,76.52,127.96,292.39,76677.6,233.27447888545066
2.78,2.09,1.29,75.23,127.99,241.66,75905.4,200.24824195581652
2.79,2.22,1.67,75.81,127.53,271.92,74408.5,220.4267356812927
2.54,2.22,1.25,76.1,127.23,276.14,73877.9,204.40754426505362
2.85,1.84,1.67,75.75,128.38,252.72,72301.9,207.83448102941588
2.76,1.99,1.3,75.98,128.57,249.87,69414.1,200.38338836755509
