outer_wall_thickness,inside_wall_side_thickness,inside_wall_middle_thickness,height,width,sigma0,youngs,predicted_max_force
2.52,2.08,1.5,75.41,128.59,291.78,68975.9,204.62659272178405
2.77,2.2,1.77,75.59,128.05,249.63,72332.6,203.26056265614193
2.74,1.98,1.59,75.93,128.11,275.22,66095.3,211.84253396208942
2.87,1.73,1.27,75.72,127.52,258.78,69791.4,213.21112275288067
2.54,1.73,1.37,75.91,127.23,254.44,70010.4,184.67001672079925
2.87,2.04,1.33,75.61,128.05,244.75,72208.8,207.8795470157146
2.65,1.87,1.61,75.48,127.6,262.05,73473.5,198.502721291287
2.87,1.75,1.52,76.29,127.23,241.48,75563.8,207.01065646221844
2.68,2.1,1.35,75.9,128.33,276.58,63627.8,208.38742667157896
2.81,2.09,1.51,75.85,127.76,274.26,76688.6,223.16376828613375
2.5,1.75,1.55,76.03,128.28,276.27,63958.7,190.24561178575607
2.68,2.1,1.21,75.97,127.59,284.95,64001.6,215.05140461202984
2.72,1.85,1.36,76.33,128.55,253.67,74105.7,200.51187432633662
2.66,1.79,1.31,76.15,127.28,248.51,73470.5,193.55322975305978
2.9,2.05,1.67,76.09,127.55,241.77,63467.7,206.24646304082876
2.64,2.02,1.25,75.23,127.35,287.66,68316.8,212.9330849185368
2.62,2.06,1.24,76.5,128.2,290.44,72745.0,216.83862733973513
2.64,2.04,1.33,76.07,128.58,292.21,70416.7,216.653076625234
2.52,2.25,1.76,75.54,127.7,286.96,69200.7,204.12411507017055
2.88,1.92,1.66,75.69,127.36,286.76,66117.1,229.67283293217235
2.87,1.75,1.65,76.56,128.23,264.01,63370.0,213.6278041431999
2.66,2.14,1.34,76.06,128.12,262.88,63428.5,199.72274452504007
2.58,1.71,1.46,75.25,128.14,269.74,70996.3,193.9428348176724
2.71,2.0,1.64,76.26,127.8,252.42,69105.8,198.6413510286144
2.53,2.22,1.2,75.64,127.7,270.9,75807.0,199.80432223602588
2.86,1.9,1.31,75.6,128.49,264.97,65699.5,214.16596490364066
2.82,2.19,1.36,76.05,128.56,262.9,71242.1,215.6539525897697
2.81,2.1,1.4,75.97,127.31,251.77,75302.6,210.84721425716668
2.81,2.02,1.25,75.79,127.92,262.98,70407.9,213.51886309680958
2.76,1.73,1.61,75.39,128.53,243.12,66490.7,190.60071162739087
2.53,1.93,1.49,75.23,128.56,253.12,76294.2,184.00247439296288
2.77,1.98,1.52,75.81,128.41,276.81,64032.5,213.89731450379202
2.78,2.15,1.53,76.58,127.59,251.39,64497.1,204.87346321721157
2.5,2.11,1.61,76.11,128.08,277.84,68984.8,196.82460184800277
2.5,2.02,1.63,75.66,128.03,245.37,71347.9,177.02741250868394
2.71,2.29,1.38,76.02,128.03,282.69,65057.2,217.4301925955043
2.78,1.75,1.72,75.36,127.86,267.79,68443.9,208.08755176686122
2.65,2.12,1.64,75.99,127.22,269.99,71895.7,206.63956794071146
2.54,1.73,1.5,76.11,128.21,272.13,75892.3,195.9533106983729
2.79,2.14,1.75,76.52,128.14,244.42,66180.9,200.7283121526225
2.63,1.93,1.78,75.22,127.72,273.66,71330.4,202.1781427230584
2.79,2.24,1.23,75.3,127.62,284.96,63115.2,223.3034946161896
2.63,1.9,1.74,75.55,127.41,280.89,66494.2,205.22688396398212
2.87,1.91,1.24,76.4,127.21,259.76,66266.4,216.38174689147684
2.67,1.74,1.73,75.32,127.43,256.91,74199.6,195.8302487063046
2.63,2.13,1.71,76.6,127.86,278.0,76709.8,211.92388733078178
2.56,2.1,1.28,76.06,127.37,277.28,69068.0,203.17447964330574
2.79,1.71,1.63,75.25,128.11,256.27,65240.1,200.08656777269562
2.6,2.06,1.3,75.77,127.77,286.8,72660.1,211.80212668931097
2.62,1.85,1.72,75.93,127.41,272.83,69213.2,201.30690562127643
2.78,1.91,1.55,75.25,127.4,248.7,72347.1,201.3271621313213
2.84,2.27,1.48,75.85,127.35,289.97,63260.1,231.53692409340772
2.66,1.75,1.54,75.67,127.75,251.66,73574.5,192.46958297453637
2.83,2.25,1.66,75.6,127.87,255.34,67469.0,210.46359189366717
2.74,1.97,1.35,75.53,128.58,266.28,76369.4,209.95271280024383
2.56,2.26,1.65,75.79,127.63,247.36,70211.8,185.83250651658693
2.6,1.91,1.45,75.82,127.29,242.56,70353.9,183.9241873209363
2.73,2.0,1.32,76.4,128.21,254.41,76654.5,205.00168502879285
2.63,1.78,1.41,75.77,127.73,278.97,69780.3,205.3677469270168
2.64,2.2,1.51,75.33,128.02,245.02,70423.2,189.20855703546192
2.72,2.19,1.71,76.28,127.72,245.73,64530.9,195.76985200336424
2.53,2.03,1.36,76.3,127.8,262.17,75362.0,193.37749208582613
2.77,1.9,1.68,75.55,128.13,241.67,73320.0,195.88119711047932
2.61,2.26,1.34,75.47,127.65,264.47,65916.8,198.12410755075769
2.62,2.0,1.76,75.38,127.39,262.37,69521.9,195.6445625139546
2.78,1.86,1.7,75.44,127.89,271.29,74687.7,214.1751550313636
2.81,1.74,1.37,76.41,127.21,291.03,75774.8,231.53005716788687
2.64,1.99,1.39,76.28,127.85,262.3,72194.7,200.48021798893274
2.67,1.94,1.3,76.33,127.62,287.25,66001.4,215.35847408972586
2.87,1.95,1.2,75.89,127.42,242.21,76545.0,209.35938129225235
2.52,1.9,1.78,76.02,127.61,291.08,72612.0,205.48530883446767
2.73,1.87,1.5,76.22,128.5,276.58,75393.5,214.91691073508844
2.56,2.1,1.33,76.38,127.46,242.23,71008.7,183.9906062903783
2.82,1.8,1.38,76.04,127.44,279.4,66757.7,221.1461826519651
2.65,2.12,1.41,75.28,127.93,256.17,72317.0,196.7530072044981
2.61,1.73,1.29,76.29,128.02,247.33,68628.2,185.54841861603973
2.89,2.0,1.46,75.2,127.21,275.44,63217.2,223.14677115686538
2.84,2.17,1.58,75.5,128.37,249.46,76994.5,210.26629106389043
2.75,1.73,1.35,75.35,127.75,286.83,72439.8,219.57967398101016
2.8,2.14,1.22,76.17,127.31,270.08,75632.8,222.14159094535523
2.61,2.26,1.55,75.24,127.86,276.08,67180.8,204.06254687263117
2.87,1.88,1.66,75.58,127.39,246.32,69146.9,206.11169930366236
2.52,2.17,1.64,75.2,128.5,244.75,73528.3,179.29274492213165
2.7,2.17,1.67,76.43,127.28,260.88,74956.4,208.09930155173492
2.61,1.88,1.54,75.31,128.47,262.3,76860.4,195.6081839308871
2.57,1.82,1.75,75.53,127.95,256.48,71125.9,186.53248894527326
2.72,2.05,1.75,76.0,128.04,264.04,73928.1,207.5152106182744
2.77,2.2,1.26,76.34,127.67,286.81,72737.8,228.56730495507418
2.79,1.72,1.66,75.48,127.61,261.98,65958.3,204.96043928418817
2.55,2.16,1.64,75.74,128.08,251.04,66407.5,183.82973467514842
2.69,1.95,1.52,76.48,128.16,271.2,68929.5,207.71275636582573
2.5,2.19,1.45,75.77,127.3,273.77,65743.1,194.72985619039525
2.75,1.83,1.8,76.54,128.45,269.35,69749.3,209.6054877091666
2.52,2.26,1.77,75.59,127.55,276.46,63217.4,195.96848604070533
2.58,2.16,1.28,75.24,127.28,250.42,70051.7,188.52441489711305
2.59,1.99,1.62,75.22,127.87,243.01,65326.8,179.50491778781463
2.57,2.02,1.72,75.73,127.84,263.43,67178.8,191.5872440323177
2.72,1.79,1.24,76.09,127.23,257.47,74625.2,204.29242439648522
2.74,2.25,1.76,76.27,128.57,286.24,72856.6,223.49694914851398
2.54,2.04,1.72,75.28,127.32,277.7,72403.2,199.68801593380454
2.79,1.86,1.32,75.26,128.41,252.24,64946.2,199.67688388033798
2.63,2.1,1.62,75.77,127.94,274.05,64602.1,202.60962937238128
2.75,1.99,1.43,75.81,127.66,248.91,68028.5,199.0295749785231
2.9,2.27,1.63,76.39,128.08,267.17,66730.6,224.4920895143439
2.69,1.73,1.7,75.79,127.88,287.78,67633.3,212.86206181367368
2.51,2.23,1.46,75.68,127.7,267.55,68206.8,192.49053966958718
2.75,1.86,1.76,76.24,127.26,259.14,66129.1,203.7197331757411
2.72,2.07,1.45,76.28,127.49,275.26,71797.8,215.63777783845796
2.81,2.0,1.79,76.02,128.44,260.36,66071.3,208.3260376270639
2.85,1.75,1.33,76.24,127.76,247.66,74818.9,208.00878975477906
2.52,1.95,1.31,76.49,127.71,262.6,64274.2,188.55731376564313
2.53,1.92,1.26,75.26,128.49,252.47,73866.8,183.34843130133356
2.85,1.84,1.76,75.42,128.44,260.33,72826.8,211.4943265725534
2.68,2.24,1.61,75.74,128.24,255.81,73277.6,200.61318017928102
2.55,1.88,1.8,75.75,128.01,280.89,63640.6,196.899359547401
2.61,1.97,1.36,75.25,128.11,282.19,72296.4,207.14050846287557
2.78,1.94,1.21,76.23,128.4,274.52,69845.9,217.29108386277585
2.67,2.26,1.61,76.49,127.98,255.27,66868.4,199.15772991851907
2.6,1.94,1.5,75.96,128.04,268.49,71691.0,198.83678167944504
2.6,2.11,1.74,76.18,127.49,272.24,68756.2,202.1976276028056
2.63,1.94,1.37,76.0,128.29,269.45,75160.7,203.39867119720645
2.73,2.07,1.41,76.5,127.97,251.71,64322.8,199.61221943718135
2.88,1.93,1.55,75.29,128.21,246.4,65340.9,204.14598171020862
2.73,1.81,1.75,76.42,128.44,286.18,69463.6,217.32458653808987
2.5,1.72,1.36,75.27,127.59,241.56,74608.1,173.99284487693728
2.51,1.85,1.23,76.33,128.4,286.53,67173.3,201.049472736457
2.51,1.93,1.34,75.41,128.38,251.03,76261.3,182.13627445969416
2.55,1.9,1.35,76.26,128.24,250.4,72804.4,185.15838596626895
2.76,1.78,1.55,76.37,127.44,269.27,72117.2,212.65520898236366
2.52,2.18,1.52,75.46,128.18,253.15,73845.6,185.4636138338592
2.77,2.01,1.3,75.94,127.53,272.19,72103.9,217.06763347897902
2.76,2.25,1.64,75.25,127.62,266.46,63192.7,208.99930569693743
2.87,1.99,1.25,76.29,128.23,247.78,65241.7,207.8021774506251
2.65,1.99,1.63,75.97,127.74,250.47,73013.6,193.56351684661968
2.5,1.94,1.31,75.94,128.09,263.22,66425.6,186.16706532721184
2.88,2.15,1.58,75.69,128.1,259.51,75384.0,219.32360110335037
2.61,2.06,1.66,76.2,127.58,241.45,67534.1,184.33683446138912
2.69,2.23,1.53,76.27,127.77,254.29,66793.9,199.85245939364268
2.53,2.18,1.64,76.36,127.61,282.92,74316.2,206.18405685772848
2.73,1.98,1.49,76.44,127.48,268.73,64553.2,209.07514055621107
2.68,2.18,1.78,75.78,127.84,285.61,72836.9,217.43655975358877
2.74,2.17,1.31,75.47,128.23,256.33,66703.2,202.58394257622194
2.77,1.97,1.66,76.18,127.26,272.32,65430.1,213.89649526726032
2.82,2.24,1.64,75.27,128.59,244.73,72267.4,203.7422050291932
2.5,2.19,1.23,75.98,127.23,293.75,63480.2,206.83788857397928
2.89,2.13,1.57,76.32,127.92,258.17,67815.8,217.68135456625532
2.55,2.27,1.37,75.41,127.85,257.86,64029.0,188.31810283546417
2.89,2.1,1.39,76.6,127.56,253.14,68857.5,216.59567954572094
2.64,2.26,1.61,75.23,127.62,243.18,63430.8,186.11831983775653
2.53,1.76,1.46,76.48,128.05,290.49,70748.8,205.37935654322553
2.77,1.76,1.44,76.25,127.22,270.54,74835.3,215.56297617425082
2.67,2.27,1.29,75.84,127.4,273.92,75197.4,213.78389218272378
2.8,1.92,1.63,75.83,128.08,249.92,65719.5,200.9180607887538
2.53,1.72,1.72,76.07,128.18,280.99,66825.8,195.8530944365158
2.65,1.96,1.27,75.99,127.46,261.16,66225.6,198.24122615014426
2.78,2.0,1.75,76.0,127.31,276.1,71938.1,219.25073625859966
2.68,1.97,1.51,75.44,127.59,245.72,76706.6,194.07992405328594
2.56,1.94,1.64,75.73,127.88,266.6,72508.8,194.16271416557322
2.81,2.01,1.25,75.43,127.73,279.17,70744.1,222.58084306351816
2.8,2.12,1.34,75.99,128.13,286.67,73691.4,228.86575260252187
2.84,2.1,1.54,75.41,127.24,266.16,67180.7,216.71828421718055
2.63,1.92,1.52,75.21,127.79,269.5,72929.8,200.91647399058593
2.55,2.13,1.42,75.27,128.45,265.18,67183.1,191.27077642356028
2.55,2.03,1.79,75.41,127.31,242.8,76393.9,182.2333588430397
2.85,2.1,1.69,75.64,127.38,277.92,72977.5,226.8123037997276
2.65,1.73,1.49,75.38,128.12,254.21,66221.4,188.8898120938751
2.52,1.99,1.53,76.05,127.47,289.82,63764.6,203.07414650231635
2.8,1.91,1.47,76.17,127.23,246.22,64124.3,200.67474033434837
2.68,2.12,1.29,75.85,127.37,287.65,75578.5,221.39345561660184
2.69,1.76,1.34,75.97,127.61,273.78,75333.9,210.1663260761976
2.73,1.76,1.58,75.46,128.39,267.15,63775.6,201.7205452680912
2.78,1.91,1.42,75.28,127.22,267.35,67235.9,210.62331744613368
2.68,2.13,1.38,76.21,128.31,251.94,71151.4,197.8272237717233
2.77,2.11,1.43,76.07,127.95,258.43,65478.6,206.55006168139187
2.56,2.14,1.52,75.87,128.54,277.5,70232.6,201.44809698872132
2.72,2.22,1.39,75.9,128.48,290.33,69068.3,222.7860000478447
2.54,2.06,1.73,75.55,128.33,258.4,64327.2,184.53577597197113
2.9,1.86,1.49,76.23,127.91,246.73,70747.6,210.27612285943667
2.58,2.17,1.27,75.51,128.58,241.32,67650.9,181.14277843626155
2.63,2.1,1.4,76.16,127.88,270.39,64370.9,202.03447476619522
2.84,2.01,1.8,76.44,128.11,293.17,70992.8,233.3607220200148
2.65,2.05,1.58,75.96,128.29,275.05,68399.6,205.9460732290671
2.65,2.01,1.8,76.27,128.16,252.2,69007.7,192.82959262661348
2.72,2.0,1.67,75.86,127.49,252.95,63606.6,196.99540059810306
2.52,2.26,1.3,75.82,128.59,242.11,72990.7,180.32865991212282
2.64,2.13,1.28,76.36,127.22,286.57,73013.4,217.91727805105882
2.8,2.13,1.7,76.0,127.95,250.7,69923.0,205.7435878291359
2.64,1.99,1.73,75.51,128.29,276.71,73042.8,206.06213585025205
2.75,2.29,1.48,76.31,128.1,266.91,65055.7,211.75255395480212
2.64,1.79,1.47,75.22,128.26,275.95,75347.5,204.79183190587855
2.86,1.89,1.36,75.23,127.96,258.21,71447.9,212.3385933814501
2.59,1.96,1.62,76.0,127.44,241.31,71248.9,182.97845322607282
2.87,2.2,1.22,76.11,128.33,240.93,75214.1,209.38015833227894
2.73,1.82,1.34,75.51,127.88,243.59,71409.1,193.2595893172886
2.56,2.01,1.33,76.24,127.89,244.6,66972.4,181.88904116474168
2.76,1.7,1.31,75.61,128.07,281.54,74051.9,217.91269544175464
2.61,2.1,1.5,75.85,128.03,255.81,68421.6,192.2659594410319
2.77,2.15,1.51,76.25,128.0,247.56,66833.5,201.32252203148062
2.6,2.14,1.65,75.71,127.88,278.08,63158.2,202.21681783724546
2.56,1.85,1.47,76.4,127.78,258.31,74584.8,191.43759771901034
2.75,2.05,1.73,75.52,128.54,258.44,70093.6,203.42312455705564
2.58,1.89,1.58,76.44,128.54,285.95,74054.8,208.16174179537018
2.58,1.76,1.75,76.17,127.71,278.98,75830.7,203.5347350488205
2.58,1.86,1.64,75.94,127.28,248.04,66276.0,183.11499220429243
2.89,1.91,1.78,75.37,128.01,279.36,65571.6,223.81965168045463
2.57,1.91,1.77,75.43,128.17,268.77,66613.2,192.1534347960204
2.54,1.78,1.37,76.25,128.58,270.25,76673.3,195.92397684885793
2.86,2.01,1.74,76.49,127.43,289.67,68518.1,233.25468986397323
2.73,1.89,1.21,76.17,128.1,251.95,75034.6,201.81835241264548
2.79,2.26,1.43,75.48,127.37,242.75,70004.6,202.15016110603926
2.76,1.94,1.29,75.52,128.32,276.46,75825.2,217.57249632463993
2.89,1.85,1.23,75.47,127.27,259.82,74111.2,218.49599320492905
2.63,2.22,1.79,75.75,127.73,257.85,65617.2,194.73205928581262
2.87,2.2,1.63,75.28,127.51,286.2,69069.6,231.72325610754172
2.68,1.82,1.74,75.59,127.47,289.36,71151.6,215.39328062505535
2.58,2.0,1.7,75.92,128.57,268.81,69991.7,196.0301667335899
2.52,2.16,1.4,75.59,127.24,253.53,75599.8,188.2241606322101
2.77,1.87,1.73,75.25,127.41,269.3,66498.6,208.96319804046482
2.7,2.16,1.66,76.02,127.46,250.81,70078.7,198.90471467404427
2.82,1.84,1.62,75.57,128.1,292.01,74214.0,229.29544591424155
2.83,2.19,1.61,75.77,127.29,278.45,75563.0,228.15129879269057
2.65,1.94,1.56,75.69,127.71,285.77,75811.1,214.487338817725
2.81,2.02,1.44,75.4,127.21,287.34,70439.0,227.45921424877838
2.85,1.89,1.38,75.24,127.7,275.45,69308.9,221.04489464520805
2.85,1.99,1.36,76.37,128.16,242.44,70016.8,204.94698561164228
2.73,1.86,1.67,76.53,128.53,247.09,65826.7,194.0397510698483
2.57,2.18,1.68,75.89,128.44,275.54,67576.3,200.15691767835824
2.59,2.07,1.31,75.3,128.35,291.64,67898.7,210.2692176907899
2.83,2.11,1.25,75.61,127.67,270.95,73520.4,222.05320548054578
2.61,1.94,1.31,75.35,128.07,257.53,63460.4,189.16679660253078
2.73,2.14,1.28,76.25,128.47,289.18,73510.6,225.0197150014136
2.75,1.99,1.31,76.5,128.41,292.92,75416.3,228.6590457785984
2.67,1.78,1.25,75.57,128.09,271.39,73434.7,205.2750007938855
2.55,2.23,1.42,75.56,127.62,242.1,74307.4,183.45081168785123
2.88,1.74,1.38,76.09,127.82,266.13,73372.7,219.9632296069932
2.59,1.72,1.3,75.21,128.31,289.43,70788.7,206.651154321533
2.82,2.23,1.66,76.36,128.14,262.77,64301.9,213.75448240140918
2.68,2.09,1.42,76.09,127.23,270.23,64974.0,206.87554821842252
2.56,2.13,1.42,76.54,127.4,255.05,70987.8,191.92454537244134
2.65,2.16,1.59,76.2,128.15,291.45,72353.4,218.9727195450307
2.74,2.03,1.28,76.35,128.44,263.53,70645.9,208.75729473520937
2.86,2.27,1.48,75.54,128.13,266.17,72520.3,221.46844147292302
2.77,1.9,1.51,75.89,128.58,281.96,71774.4,219.29613766830994
2.51,2.19,1.61,75.29,127.39,245.43,68011.3,178.54383862319412
2.63,2.14,1.46,75.42,127.62,270.21,76135.3,205.77522767265737
2.66,2.01,1.42,76.32,127.84,271.85,63605.8,204.51300099097762
2.76,1.77,1.33,76.25,128.08,249.55,73422.9,200.88741913853403
2.61,1.81,1.73,75.24,128.23,244.81,63884.8,179.07979779122638
2.74,2.08,1.49,76.47,128.34,267.59,75988.4,213.58137869302539
2.74,1.82,1.64,75.47,127.95,250.88,76174.8,199.3793212697783
2.73,1.89,1.69,76.46,128.54,271.0,76407.3,212.20132987637373
2.59,1.9,1.44,75.36,127.56,254.25,72778.1,189.38806945796705
2.62,2.19,1.36,75.37,128.3,260.46,65118.5,194.44023679369616
2.83,2.28,1.2,76.2,127.91,255.81,74930.0,216.43368164427147
2.74,1.72,1.22,76.43,127.8,261.27,69852.4,205.46017811785146
2.64,2.28,1.22,75.44,127.33,279.97,70012.6,212.29302890365216
2.74,1.73,1.46,75.99,127.34,264.91,76520.7,209.38135555688996
2.73,2.23,1.23,76.01,128.53,286.26,68173.0,221.60884649146624
2.65,1.76,1.31,75.46,128.25,264.15,67208.9,196.00133909223712
2.63,2.18,1.4,76.15,127.99,283.12,71233.1,212.87069584441474
2.89,1.91,1.34,75.5,128.02,291.29,69889.3,234.25569234016473
2.65,2.21,1.77,76.32,127.53,242.86,66617.8,189.76927051272924
2.71,1.81,1.8,76.07,127.68,258.22,71863.3,200.59192758465758
2.69,2.23,1.76,75.47,128.29,259.1,63627.7,198.31545759215146
2.57,1.96,1.58,75.26,128.18,257.19,63942.1,185.00237185045114
2.87,2.17,1.44,76.39,127.36,262.96,67081.9,220.34725840874944
2.86,1.84,1.25,76.21,127.93,250.15,63135.0,206.31930305217622
2.88,2.09,1.42,75.87,128.09,292.33,72516.8,237.48596907627564
2.76,1.94,1.75,75.25,127.94,251.72,71528.9,200.05917884372582
2.84,2.01,1.78,75.82,127.64,258.41,66086.0,210.52092747500797
2.66,2.15,1.26,75.42,127.41,254.24,72725.7,198.4322743823643
2.52,2.14,1.52,76.07,127.78,285.04,64495.4,201.7289783995726
2.59,1.87,1.75,76.07,128.43,267.8,76521.8,197.98459502774222
2.76,1.92,1.55,75.96,127.35,249.97,65576.1,199.30561894542961
2.86,2.18,1.64,75.48,127.48,258.27,66336.2,213.7986639264892
2.84,2.17,1.57,75.71,127.39,273.18,66620.5,221.63614352027787
2.5,2.08,1.55,76.5,127.95,289.34,73182.0,206.17600377026235
2.8,1.89,1.73,76.1,127.72,267.25,68986.9,212.97469162773893
2.82,2.19,1.52,75.38,127.7,246.5,65224.0,203.0374007832296
2.55,1.97,1.79,75.23,128.53,250.59,64610.6,179.06536592649024
2.88,2.08,1.28,75.71,127.6,273.79,70943.8,226.66219964006882
2.82,1.8,1.74,76.44,127.48,280.22,67115.5,221.5751141327878
2.73,1.96,1.55,75.48,128.33,285.72,70609.1,217.7070289826828
2.79,2.03,1.52,76.56,128.53,244.01,65925.5,199.29006310175976
2.71,1.9,1.49,75.52,127.32,283.71,66922.2,214.37533464289254
2.76,2.16,1.21,75.89,127.48,251.35,74395.6,206.71581254969897
2.72,1.77,1.59,75.93,128.15,273.97,73474.7,210.36535081099896
2.51,2.05,1.65,75.76,127.35,252.7,65175.8,181.06022442890583
2.74,2.05,1.52,75.92,128.0,261.5,69709.6,206.34446356377794
2.59,1.8,1.43,75.27,127.83,266.61,72535.5,194.96924365412406
2.52,2.13,1.59,75.98,127.43,277.71,71470.0,200.22386152460865
2.62,1.92,1.69,76.49,128.08,253.98,66940.9,190.6081120762891
2.86,2.09,1.24,76.57,128.25,261.59,68086.0,217.8621964589472
2.89,1.98,1.27,75.32,128.02,291.5,74395.2,236.83936131419966
2.66,1.76,1.76,75.74,127.28,268.07,69236.7,200.5723028131422
2.85,2.16,1.48,76.26,128.02,258.33,72235.7,216.52499238205496
2.89,2.24,1.37,75.35,127.63,245.81,73211.6,212.72304031987983
2.51,1.95,1.21,76.31,127.64,248.16,72435.3,182.46066415879466
2.72,1.71,1.53,75.47,127.23,242.39,63544.0,187.89213008817558
2.76,2.2,1.38,76.54,128.25,293.7,68279.0,229.2409644634513
2.69,1.96,1.62,75.51,127.25,265.73,67594.3,202.89553153806185
2.74,2.09,1.62,76.27,127.48,281.43,66517.5,218.3926377245199
2.74,2.27,1.77,76.0,128.06,281.51,74574.9,221.8054514143755
2.54,1.83,1.61,75.64,128.05,283.22,76499.3,202.5527323581333
2.56,1.74,1.36,75.6,128.27,288.38,71855.7,204.8929450576029
2.82,1.76,1.42,75.4,127.48,250.07,69745.7,203.24260808196152
2.74,2.1,1.41,75.5,128.14,245.4,76682.0,199.56463841788434
2.81,2.29,1.65,75.87,127.33,278.98,65949.3,223.73682345835516
2.51,1.77,1.56,75.62,127.94,277.57,67908.4,192.9306848322716
2.58,1.99,1.49,76.36,127.31,258.77,71396.9,194.0031851688069
2.66,1.98,1.72,76.25,127.35,264.25,71979.0,202.92248593280158
2.87,1.84,1.35,76.1,128.06,241.7,70321.9,204.32116362181102
2.81,1.98,1.3,76.3,127.36,281.64,67452.0,224.74350244995048
2.56,2.26,1.63,75.63,128.13,261.09,76457.0,195.3655566128034
2.68,1.8,1.8,75.78,128.09,274.47,64717.2,203.2102844748075
2.55,1.89,1.44,75.4,127.34,243.6,74081.8,180.9338317618069
2.61,2.27,1.23,75.85,127.21,253.99,66383.2,194.18363356142447
2.71,1.98,1.58,75.49,127.41,266.3,71020.0,206.34535930458185
2.69,1.87,1.22,75.86,128.38,280.69,64663.9,210.07969503459105
2.61,2.06,1.6,76.49,127.81,245.7,64145.0,185.97712406401604
2.6,2.04,1.78,75.71,127.23,251.57,64121.3,186.9372849279963
2.71,1.88,1.25,75.59,128.28,271.92,69135.2,207.80687837901064
2.63,1.75,1.3,75.51,127.41,251.55,76134.6,192.02823738185532
2.76,2.1,1.45,76.56,127.69,293.76,75965.7,232.0266125008875
2.75,2.24,1.34,76.25,128.35,257.8,72211.4,208.62877497175077
2.76,1.7,1.53,76.53,127.78,292.42,65014.0,222.34776062765525
2.71,2.25,1.24,76.42,127.83,266.5,70161.2,211.20112761281098
2.68,2.3,1.8,75.99,128.05,288.0,65777.8,217.21022522687917
2.77,2.21,1.7,75.34,127.56,263.49,71038.9,211.22718124020935
2.53,2.15,1.68,76.36,127.49,272.0,63373.6,195.25053635056747
2.52,1.71,1.29,75.73,127.42,287.17,74686.8,203.5131160224007
2.55,2.04,1.43,76.23,127.56,250.85,63384.0,183.80990442349787
2.7,1.72,1.35,75.38,127.61,275.58,73563.4,209.58109396704515
2.82,2.02,1.68,76.39,127.99,265.53,63372.6,213.0498978367417
2.77,1.96,1.75,76.03,127.2,241.58,73420.9,199.03985347177843
2.53,1.95,1.61,75.31,127.81,272.4,76273.8,196.1903727370069
2.72,2.29,1.62,76.41,128.34,246.98,67464.7,198.24555737356172
2.89,1.99,1.29,76.42,128.16,261.14,74895.1,221.42133531041316
2.73,2.27,1.69,75.28,128.47,289.81,64772.3,219.81165937238939
2.69,2.24,1.49,76.38,127.64,277.04,63438.8,212.41895347426987
2.65,2.26,1.27,76.45,127.25,282.23,68001.8,215.62891806777748
2.79,2.18,1.34,76.35,127.41,273.76,66879.1,220.17912150973405
2.79,1.84,1.77,76.11,127.4,240.96,73362.2,198.83200115643535
2.73,2.09,1.77,75.26,127.81,288.79,75635.0,222.6578109434273
2.76,2.21,1.43,75.33,127.87,254.28,71279.5,205.25365610229926
2.57,1.96,1.26,76.6,127.84,267.3,71838.4,198.536212209969
2.78,2.19,1.29,75.74,127.32,286.26,63301.3,224.07759897827725
2.8,2.07,1.53,75.9,128.0,288.79,75432.0,229.7874219416118
2.53,1.79,1.49,75.59,127.65,278.49,63829.7,194.15283205019227
2.74,1.81,1.63,75.9,127.88,258.41,75327.7,204.31821005424638
2.6,1.73,1.27,75.66,128.25,242.09,75265.9,182.6744613450278
2.89,1.85,1.79,75.74,127.7,263.29,67582.8,216.0768767814361
2.51,2.28,1.67,75.59,127.42,270.25,68104.5,194.20213648319884
2.56,2.18,1.34,75.34,127.93,286.32,67860.8,206.25497828351172
2.53,1.81,1.65,76.18,127.61,289.74,71767.2,205.03460532639633
2.56,2.01,1.52,76.0,128.5,275.05,66541.5,197.58733695185447
2.59,2.04,1.71,75.68,127.45,272.92,68724.6,200.04502813597173
2.86,2.06,1.45,75.84,127.22,249.59,76345.6,213.52073400666495
2.68,1.71,1.41,75.24,128.57,252.76,66701.1,189.8882977900937
2.51,1.84,1.39,75.66,127.31,281.96,63179.8,195.80091292142424
2.51,1.73,1.62,75.51,128.46,241.96,66630.5,170.41457919310596
